,algorithm,n,p,out,out_2model,rss,iter,time,cos,intercept_diff,l2,global_min,intercept,h_size,max_steps,leverage_ratio
24,MOEA-I,20,2,0.1,0.0,86.45844265327412,6,5.8000001445179805e-05,0.995624741943395,0.3644269113591858,0.39575521777815625,False,True,12,100,0.2
25,MOEA-QR,20,2,0.1,0.0,44.88276560408856,5,0.00018099999579135329,0.9964253707306152,0.004223991637084645,0.25479338154547726,False,True,12,100,0.2
26,MMEA-I,20,2,0.1,0.0,-91.44045262132468,13,0.00016999999934341758,0.9998867399563257,1.076699797834532,1.0854763736276662,False,True,12,100,0.2
27,MMEA-QR,20,2,0.1,0.0,45.76744601538023,3,9.999999747378752e-05,0.9999342419684059,2.0084250243585346,2.034644534353727,False,True,12,100,0.2
28,FAST-LTS,20,2,0.1,0.0,42.29654409798871,7,0.0048810000298544765,0.9979328612279876,2.0545797957967347,2.0617490537077723,False,True,12,100,0.2
29,FSA-I,20,2,0.1,0.0,42.29654409798874,5,0.00019999999494757503,0.9979328612279879,2.054579795796733,2.0617490537077705,False,True,12,100,0.2
30,FSA-QR,20,2,0.1,0.0,42.296544097988686,5,0.0012469999492168427,0.9979328612279876,2.0545797957967338,2.0617490537077714,False,True,12,100,0.2
31,MOEA-I,20,2,0.1,0.0,1.028008071170496,7,0.0001230000052601099,0.9987502603276531,1.9856662044772215,1.991584506105969,False,True,12,100,0.2
32,MOEA-QR,20,2,0.1,0.0,42.29654409798796,6,0.000291000003926456,0.9979328612279876,2.054579795796736,2.0617490537077736,False,True,12,100,0.2
33,MMEA-I,20,2,0.1,0.0,44.95145199894101,3,7.599999662488699e-05,0.9904006482812714,1.4765795189134208,1.4967802106712338,False,True,12,100,0.2
34,MMEA-QR,20,2,0.1,0.0,42.29654409798923,7,0.0003100000030826777,0.9979328612279879,2.054579795796732,2.0617490537077696,False,True,12,100,0.2
35,FAST-LTS,20,2,0.1,0.0,13.511392356561746,6,0.007734999977401458,0.9989812407458126,1.6372455651390858,1.6410369139980021,False,True,12,100,0.2
36,FSA-I,20,2,0.1,0.0,13.511392356561732,4,0.0002530000056140125,0.9989812407458126,1.6372455651390845,1.6410369139980008,False,True,12,100,0.2
37,FSA-QR,20,2,0.1,0.0,13.511392356561746,100,0.017257999628782272,0.9989812407458126,1.6372455651390871,1.6410369139980034,False,True,12,100,0.2
