,algorithm,n,p,out,out_2model,rss,iter,time,cos,intercept_diff,l2,global_min,intercept,h_size,num_starts_subsets,leverage_ratio,tmp2,tmp4,tmp5,tmp6,tmp7,tmp8
442,FAST-LTS-MOEA-QR,500,3,0.3,0.0,34006.416994021536,6,8.388606071472168,0.9992558785397312,0.7214462467680673,0.7240582559858734,False,True,252,50,0.2,20,30,22,8.0,30,5.8
443,MMEA-QR,500,3,0.3,0.0,31012.975451192047,40,1.4605729579925537,0.9997783087132052,1.2596717722462187,1.2608847135917682,False,True,252,50,0.2,20,30,23,20.0,30,7.0
444,MOEA-QR,500,3,0.3,0.0,30187.958848899118,40,8.214104652404785,0.999623753101418,0.728477063779117,0.7302725440227427,False,True,252,50,0.2,20,30,23,20.0,30,11.0
445,FAST-LTS,500,3,0.3,0.0,1185.1784390503606,18,0.023560999892652038,0.9999977815305272,0.4581313001987473,0.4581568344722319,False,True,252,50,0.2,9,14,13,9.0,14,2.9000000000000004
446,FAST-LTS-MMEA-QR,500,3,0.3,0.0,49792.92377667441,29,1.6839070320129397,0.9999151109318016,5.107112935558233,5.107145717342816,False,True,252,50,0.2,8,30,29,14.5,30,8.95
447,FAST-LTS-MOEA-QR,500,3,0.3,0.0,41498.28008831464,8,8.217450141906737,0.9995935000809052,4.712176091497368,4.712478364424938,False,True,252,50,0.2,20,30,28,8.0,30,7.8
448,MMEA-QR,500,3,0.3,0.0,51398.58432079898,40,1.472735047340393,0.9925520280208829,5.296769512943146,5.2995226462246805,False,True,252,50,0.2,20,30,23,20.0,30,10.0
449,MOEA-QR,500,3,0.3,0.0,72864.89798731654,40,7.985519886016847,0.9989853489775902,7.07897145689255,7.079256145006798,False,True,252,50,0.2,20,30,28,20.0,30,8.0
450,FAST-LTS,500,6,0.3,0.0,4912.708870174483,21,0.034593999851495034,0.9991632932553642,1.51754815146814,1.5203122288863118,False,True,253,50,0.2,11,16,13,10.5,16,5.549999999999999
451,FAST-LTS-MMEA-QR,500,6,0.3,0.0,17926.97014183429,15,2.3593900203704834,0.999162898476034,3.14162437045406,3.143216529806258,False,True,253,50,0.2,8,30,15,7.5,30,0.25
452,FAST-LTS-MOEA-QR,500,6,0.3,0.0,21921.880880468314,18,8.84460735321045,0.997375562385188,3.3028766507886176,3.306957693897697,False,True,253,50,0.2,20,30,27,8.0,30,17.8
453,MMEA-QR,500,6,0.3,0.0,18874.69727715649,40,2.1541569232940674,0.9978213854201012,2.8270837515633143,2.8316186787844835,False,True,253,50,0.2,20,30,23,20.0,30,6.0
454,MOEA-QR,500,6,0.3,0.0,22007.384053149122,40,8.210241317749022,0.995520725970097,0.9251555180990928,0.9489178792036016,False,True,253,50,0.2,20,30,23,20.0,30,4.0
455,FAST-LTS,500,6,0.3,0.0,3881.8915547191273,16,0.035459999926388264,0.9985529689961508,0.08657022887900576,0.1486207158775842,False,True,253,50,0.2,8,12,11,8.0,12,0.7999999999999998
456,FAST-LTS-MMEA-QR,500,6,0.3,0.0,20638.347136227207,17,2.1677420139312744,0.9983104344349608,3.7204701053506435,3.722757657044712,False,True,253,50,0.2,8,30,17,8.5,30,0.34999999999999964
457,FAST-LTS-MOEA-QR,500,6,0.3,0.0,18736.952179511798,11,8.833166122436523,0.9990858406180322,1.8546496631761111,1.857118937302048,False,True,253,50,0.2,20,30,22,8.0,30,10.8
458,MMEA-QR,500,6,0.3,0.0,33881.16923049431,40,2.1412220001220703,0.9939180903417436,4.036951184902306,4.044949912271732,False,True,253,50,0.2,20,30,26,20.0,30,5.0
459,MOEA-QR,500,6,0.3,0.0,26502.074028643776,40,8.693795204162598,0.9966915439361038,3.4308462625039424,3.4356707271935867,False,True,253,50,0.2,20,30,28,20.0,30,3.0
460,FAST-LTS,500,6,0.3,0.0,4458.4333214210965,18,0.03869600035250187,0.9979246933522959,0.8065425075518184,0.8197172808664942,False,True,253,50,0.2,9,14,13,9.0,14,2.9000000000000004
461,FAST-LTS-MMEA-QR,500,6,0.3,0.0,26968.419328179585,13,2.3623030185699463,0.9984560539151504,2.689753167886476,2.692656720804005,False,True,253,50,0.2,8,30,13,6.5,30,1.1499999999999995
462,FAST-LTS-MOEA-QR,500,6,0.3,0.0,33898.87086578909,16,8.933503150939941,0.99793978894552,4.915929519875184,4.9184097087559655,False,True,253,50,0.2,20,30,20,8.0,30,15.8
463,MMEA-QR,500,6,0.3,0.0,43228.79281985952,40,2.145374059677124,0.999014753729844,5.459570608027144,5.460493843343244,False,True,253,50,0.2,20,30,27,20.0,30,6.0
464,MOEA-QR,500,6,0.3,0.0,30062.296034667797,40,8.850908279418945,0.9981480871800796,3.5017674613453083,3.5051680085223538,False,True,253,50,0.2,20,30,28,20.0,30,8.0
465,FAST-LTS,500,6,0.3,0.0,729.3041015321201,15,0.04057199973613024,0.9998458571814876,0.3984566210524176,0.4005920331377401,False,True,253,50,0.2,8,12,10,7.5,12,3.25
466,FAST-LTS-MMEA-QR,500,6,0.3,0.0,18989.99309630295,9,2.404473066329956,0.9995526733315301,0.6056299423250922,0.6098677548814119,False,True,253,50,0.2,8,30,9,4.5,30,0.9500000000000002
467,FAST-LTS-MOEA-QR,500,6,0.3,0.0,11489.992764662677,13,9.42728042602539,0.9997185638314716,0.005634936347160724,0.055916049817460345,False,True,253,50,0.2,20,30,25,8.0,30,12.8
468,MMEA-QR,500,6,0.3,0.0,28390.42459899464,40,2.209237098693848,0.9976786590998384,0.7479195802499525,0.7635855656468143,False,True,253,50,0.2,20,30,27,20.0,30,2.0
469,MOEA-QR,500,6,0.3,0.0,29167.089492261424,40,9.31981086730957,0.9984554358668312,0.17458828053230852,0.21789224906521115,False,True,253,50,0.2,20,30,25,20.0,30,8.0
470,FAST-LTS,500,6,0.3,0.0,303.0232881788816,14,0.03695700038224459,0.9999073862653028,0.029093020408076868,0.04211908420028145,False,True,253,50,0.2,7,11,9,7.0,11,0.7000000000000002
471,FAST-LTS-MMEA-QR,500,6,0.3,0.0,59949.23356102171,29,2.363832950592041,0.9986954397204859,5.6423913731527175,5.6441782311781905,False,True,253,50,0.2,8,30,29,14.5,30,14.95
472,FAST-LTS-MOEA-QR,500,6,0.3,0.0,51630.155294024866,13,8.923667907714844,0.9992855143176466,5.442666089921952,5.4434829450447335,False,True,253,50,0.2,20,30,23,8.0,30,12.8
473,MMEA-QR,500,6,0.3,0.0,56892.36835371534,40,2.204540967941284,0.9996335212902682,5.576183372365497,5.576520485398222,False,True,253,50,0.2,20,30,29,20.0,30,9.0
474,MOEA-QR,500,6,0.3,0.0,48330.32546770128,40,8.739536285400389,0.9993999898318046,4.862255425402756,4.8631330160769775,False,True,253,50,0.2,20,30,26,20.0,30,8.0
475,FAST-LTS,500,6,0.3,0.0,349.8380077726484,16,0.03807400073856115,0.9998836636230536,0.07563417705137396,0.0830066672805147,False,True,253,50,0.2,8,12,11,8.0,12,3.8
476,FAST-LTS-MMEA-QR,500,6,0.3,0.0,27720.28246067588,23,2.3796119689941406,0.9996504906185584,0.9437558957874916,0.9456151906259208,False,True,253,50,0.2,8,30,23,11.5,30,11.65
477,FAST-LTS-MOEA-QR,500,6,0.3,0.0,34717.028052872534,12,9.45491886138916,0.9980297443922791,0.3600055230092441,0.38777585496100897,False,True,253,50,0.2,20,30,22,8.0,30,11.8
478,MMEA-QR,500,6,0.3,0.0,40238.37692905054,40,2.2045719623565674,0.9991847944909702,0.3036208550721484,0.3169011048955195,False,True,253,50,0.2,20,30,22,20.0,30,9.0
479,MOEA-QR,500,6,0.3,0.0,43146.73340257268,40,9.146295547485352,0.9981968148928462,1.534014790562552,1.539946875459261,False,True,253,50,0.2,20,30,27,20.0,30,7.0
480,FAST-LTS,500,6,0.3,0.0,2771.7936441822553,18,0.03894700016826391,0.9985308495051488,0.4145305253625297,0.4323073811320313,False,True,253,50,0.2,9,14,11,9.0,14,4.9
481,FAST-LTS-MMEA-QR,500,6,0.3,0.0,14761.304429760674,11,2.3942270278930664,0.9997145354201609,2.4867668336420663,2.48734815290694,False,True,253,50,0.2,8,30,11,5.5,30,19.05
482,FAST-LTS-MOEA-QR,500,6,0.3,0.0,17417.24591892611,15,8.934515953063965,0.9997037982960524,2.4378252344366746,2.438468023710496,False,True,253,50,0.2,20,30,21,8.0,30,14.8
483,MMEA-QR,500,6,0.3,0.0,15993.476958041916,40,2.186378002166748,0.9997391695712936,2.4521928534460766,2.4527390045655504,False,True,253,50,0.2,20,30,26,20.0,30,2.0
484,MOEA-QR,500,6,0.3,0.0,16053.318546200422,40,8.789416313171388,0.9998731031077792,2.2779041854434006,2.278220938905468,False,True,253,50,0.2,20,30,27,20.0,30,2.0
485,FAST-LTS,500,6,0.3,0.0,5488.328964307884,19,0.03619600087404251,0.9999268963405707,0.08123884906180552,0.09607809617199116,False,True,253,50,0.2,10,15,12,9.5,15,1.4499999999999993
486,FAST-LTS-MMEA-QR,500,6,0.3,0.0,74132.10642978098,12,2.1943209171295166,0.9996180286663908,7.095155821991946,7.095433616600987,False,True,253,50,0.2,8,30,12,6.0,30,9.6
487,FAST-LTS-MOEA-QR,500,6,0.3,0.0,95945.32998245367,17,8.938467025756836,0.9974491853549676,7.552530076027892,7.55421882695308,False,True,253,50,0.2,20,30,26,8.0,30,16.8
488,MMEA-QR,500,6,0.3,0.0,74576.90523031497,40,2.2187869548797607,0.9993685548089559,6.944149296566611,6.9446786410397365,False,True,253,50,0.2,20,30,26,20.0,30,8.0
489,MOEA-QR,500,6,0.3,0.0,61758.785543876016,40,8.813596725463867,0.9989169236606276,5.370705946193167,5.371726760860264,False,True,253,50,0.2,20,30,23,20.0,30,8.0
490,FAST-LTS,500,6,0.3,0.0,2055.562610844566,9,0.04100699909031391,0.998173120099504,0.6609892091172854,0.6746855965662343,False,True,253,50,0.2,5,7,5,4.5,7,-0.04999999999999982
491,FAST-LTS-MMEA-QR,500,6,0.3,0.0,47780.49917240267,27,2.344248056411743,0.9979077320001202,1.1277731051092916,1.1370530811447108,False,True,253,50,0.2,8,30,27,13.5,30,11.85
492,FAST-LTS-MOEA-QR,500,6,0.3,0.0,36964.27856370898,3,9.445611000061037,0.9991139488579172,1.7922582813098211,1.7947126078377962,False,True,253,50,0.2,20,30,21,8.0,30,2.8
493,MMEA-QR,500,6,0.3,0.0,56062.58494206187,40,2.1828320026397705,0.9962508493898934,1.5320880927291811,1.5443137507150044,False,True,253,50,0.2,20,30,20,20.0,30,11.0
494,MOEA-QR,500,6,0.3,0.0,32856.53658151593,40,9.312211036682127,0.9974618281315762,0.7782952290258726,0.7943278847836504,False,True,253,50,0.2,20,30,28,20.0,30,2.0
495,FAST-LTS,500,6,0.3,0.0,1214.2915738519705,13,0.04086200054734945,0.9999385808898146,0.00232811463121195,0.02486183083427304,False,True,253,50,0.2,7,10,7,6.5,10,0.14999999999999947
496,FAST-LTS-MMEA-QR,500,6,0.3,0.0,24282.317439486782,11,2.1448769569396973,0.9998265364930746,0.3187514318318012,0.3216735671848173,False,True,253,50,0.2,8,30,11,5.5,30,2.05
497,FAST-LTS-MOEA-QR,500,6,0.3,0.0,21776.046032195514,2,8.734457969665527,0.9996018676364334,0.15297576058270473,0.16690834832708826,False,True,253,50,0.2,20,30,22,8.0,30,1.7999999999999998
498,MMEA-QR,500,6,0.3,0.0,17749.761440426282,40,1.9811749458312988,0.9999055427027652,0.05285549075344372,0.06127045645709759,False,True,253,50,0.2,20,30,27,20.0,30,5.0
499,MOEA-QR,500,6,0.3,0.0,27446.830832703174,40,8.851194381713867,0.9991459713202144,0.5923140496073923,0.5994613783654453,False,True,253,50,0.2,20,30,24,20.0,30,2.0
500,FAST-LTS,20,3,0.45,0.0,129.18393392362006,4,0.003048000056878664,0.9999738693147304,0.16098513988087304,0.1725468297733192,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
501,FAST-LTS-MMEA-QR,20,3,0.45,0.0,129.18393392361992,3,0.03634100034832954,0.9999738693147304,0.16098513988087793,0.1725468297733238,False,True,12,50,0.2,2,6,3,1.5,6,3.65
502,FAST-LTS-MOEA-QR,20,3,0.45,0.0,129.18393392361995,4,0.022710999473929402,0.9999738693147304,0.16098513988087304,0.17254682977331925,False,True,12,50,0.2,4,6,5,1.3999999999999995,6,3.74
503,MMEA-QR,20,3,0.45,0.0,129.18393392361992,6,0.006130999885499477,0.9999738693147304,0.16098513988087393,0.1725468297733201,False,True,12,50,0.2,3,5,3,3.0,5,1.2999999999999998
504,MOEA-QR,20,3,0.45,0.0,129.18393392361992,5,0.00788899976760149,0.9999738693147304,0.16098513988087748,0.17254682977332308,False,True,12,50,0.2,3,4,3,2.5,4,0.75
505,FAST-LTS,20,3,0.45,0.0,165.1731031660523,5,0.0005090000049676746,0.9789170087388964,0.040392635635045686,0.354115388609548,False,True,12,50,0.2,3,4,3,2.5,4,0.75
506,FAST-LTS-MMEA-QR,20,3,0.45,0.0,148.8398646671382,6,0.007965999655425549,0.9999999374787634,0.0075994112043022985,0.007622930327739312,False,True,12,50,0.2,2,7,6,3.0,7,0.2999999999999998
507,FAST-LTS-MOEA-QR,20,3,0.45,0.0,148.8398646671382,3,0.009425999596714972,0.9999999374787631,0.00759941120430163,0.00762293032773863,False,True,12,50,0.2,3,4,3,1.0,4,2.1
508,MMEA-QR,20,3,0.45,0.0,148.8398646671382,5,0.0076109999790787706,0.9999999374787631,0.007599411204302521,0.007622930327739514,False,True,12,50,0.2,3,4,3,2.5,4,-0.25
509,MOEA-QR,20,3,0.45,0.0,148.8398646671382,6,0.008623999543488027,0.9999999374787631,0.0075994112043014095,0.007622930327738406,False,True,12,50,0.2,3,5,3,3.0,5,1.2999999999999998
510,FAST-LTS,20,3,0.45,0.0,191.94663626600374,3,0.0005010000058973674,0.9977046610630932,1.458255935083838,1.4614720750158128,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
511,FAST-LTS-MMEA-QR,20,3,0.45,0.0,191.94663626600362,3,0.006436999887228012,0.9977046610630932,1.458255935083841,1.4614720750158159,False,True,12,50,0.2,1,4,3,1.5,4,-0.3500000000000001
512,FAST-LTS-MOEA-QR,20,3,0.45,0.0,191.94663626600362,3,0.00798300001770258,0.9977046610630932,1.4582559350838402,1.4614720750158148,False,True,12,50,0.2,3,4,3,1.0,4,2.1
513,MMEA-QR,20,3,0.45,0.0,191.94663626600362,4,0.006324999965727329,0.9977046610630932,1.4582559350838409,1.4614720750158157,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
514,MOEA-QR,20,3,0.45,0.0,191.94663626600362,6,0.008165000006556511,0.9977046610630932,1.4582559350838409,1.4614720750158157,False,True,12,50,0.2,3,5,4,3.0,5,1.2999999999999998
515,FAST-LTS,20,3,0.45,0.0,309.9886426636104,5,0.000530999997863546,0.9991564788284306,2.168177561575142,2.169232856692098,False,True,12,50,0.2,3,4,3,2.5,4,-0.25
516,FAST-LTS-MMEA-QR,20,3,0.45,0.0,309.9886426636103,1,0.0064929998479783535,0.9991564788284304,2.168177561575141,2.1692328566920978,False,True,12,50,0.2,1,3,1,0.5,3,1.55
517,FAST-LTS-MOEA-QR,20,3,0.45,0.0,309.9886426636103,3,0.008221000432968141,0.9991564788284304,2.168177561575141,2.169232856692098,False,True,12,50,0.2,3,4,3,1.0,4,2.1
518,MMEA-QR,20,3,0.45,0.0,309.9886426636103,3,0.0062049999833107,0.9991564788284306,2.1681775615751397,2.169232856692097,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
519,MOEA-QR,20,3,0.45,0.0,309.98864266361016,6,0.007984000258147717,0.9991564788284304,2.1681775615751397,2.169232856692097,False,True,12,50,0.2,3,5,3,3.0,5,1.2999999999999998
520,FAST-LTS,20,3,0.45,0.0,2228.370556378441,5,0.0005009999913454521,0.8136104983422262,0.9289645290516959,1.5374370732668847,False,True,12,50,0.2,3,4,3,2.5,4,0.75
521,FAST-LTS-MMEA-QR,20,3,0.45,0.0,2228.37055637844,2,0.005179999861866236,0.8136104983422262,0.9289645290516956,1.5374370732668845,False,True,12,50,0.2,1,4,2,1.0,4,0.09999999999999998
522,FAST-LTS-MOEA-QR,20,3,0.45,0.0,2228.37055637844,1,0.007044999860227108,0.8136104983422262,0.9289645290516956,1.5374370732668845,False,True,12,50,0.2,4,6,4,1.3999999999999995,6,0.7400000000000004
523,MMEA-QR,20,3,0.45,0.0,2228.37055637844,4,0.005229999776929617,0.8136104983422262,0.9289645290516936,1.5374370732668832,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
524,MOEA-QR,20,3,0.45,0.0,2228.37055637844,3,0.007267999928444623,0.8136104983422262,0.928964529051696,1.537437073266885,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
525,FAST-LTS,20,3,0.45,0.0,312.5730770895338,5,0.00048500001139473165,0.9637927753737626,4.422294642099407,4.43757357504682,False,True,12,50,0.2,3,4,3,2.5,4,0.75
526,FAST-LTS-MMEA-QR,20,3,0.45,0.0,312.5730770895338,1,0.006577999796718359,0.9637927753737626,4.422294642099407,4.43757357504682,False,True,12,50,0.2,1,4,1,0.5,4,-0.45
527,FAST-LTS-MOEA-QR,20,3,0.45,0.0,312.5730770895338,2,0.008355000056326391,0.9637927753737626,4.422294642099407,4.43757357504682,False,True,12,50,0.2,2,3,2,0.7999999999999998,3,1.2800000000000002
528,MMEA-QR,20,3,0.45,0.0,312.5730770895338,6,0.006492000073194504,0.9637927753737626,4.422294642099414,4.437573575046826,False,True,12,50,0.2,3,5,4,3.0,5,1.2999999999999998
529,MOEA-QR,20,3,0.45,0.0,312.5730770895338,4,0.008341000415384771,0.9637927753737628,4.4222946420994065,4.437573575046819,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
530,FAST-LTS,20,3,0.45,0.0,799.7231624567494,3,0.00047699999959149853,0.9994707238512768,12.007990736818035,12.053634643254751,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
531,FAST-LTS-MMEA-QR,20,3,0.45,0.0,593.2382096633321,1,0.005913999862968922,0.9862126391271651,5.531109857869627,5.536096809353143,False,True,12,50,0.2,1,4,1,0.5,4,1.55
532,FAST-LTS-MOEA-QR,20,3,0.45,0.0,593.2382096633321,3,0.008767999708652495,0.9862126391271648,5.531109857869635,5.536096809353152,False,True,12,50,0.2,3,4,3,1.0,4,2.1
533,MMEA-QR,20,3,0.45,0.0,593.238209663332,4,0.0060040000826120385,0.9862126391271648,5.53110985786963,5.536096809353149,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
534,MOEA-QR,20,3,0.45,0.0,593.238209663332,7,0.008511999621987345,0.9862126391271648,5.531109857869631,5.536096809353149,False,True,12,50,0.2,4,6,4,3.5,6,-0.1499999999999999
535,FAST-LTS,20,3,0.45,0.0,3858.506599897704,7,0.0005300000120769255,0.9905888991607278,8.303438873680967,8.314640861230536,False,True,12,50,0.2,4,6,5,3.5,6,1.85
536,FAST-LTS-MMEA-QR,20,3,0.45,0.0,3858.506599897704,4,0.007331000175327063,0.9905888991607278,8.303438873680971,8.31464086123054,False,True,12,50,0.2,2,6,4,2.0,6,2.2
537,FAST-LTS-MOEA-QR,20,3,0.45,0.0,3858.506599897704,3,0.009638000279664992,0.9905888991607278,8.303438873680964,8.314640861230531,False,True,12,50,0.2,3,5,4,1.1999999999999993,5,2.920000000000001
538,MMEA-QR,20,3,0.45,0.0,3858.506599897704,8,0.007559000048786402,0.9905888991607276,8.303438873680971,8.31464086123054,False,True,12,50,0.2,4,6,4,4.0,6,0.3999999999999999
539,MOEA-QR,20,3,0.45,0.0,3858.506599897704,3,0.0088919997215271,0.9905888991607276,8.303438873680967,8.314640861230536,False,True,12,50,0.2,2,3,2,1.5,3,0.6499999999999999
540,FAST-LTS,20,3,0.45,0.0,269.563260480572,4,0.000495000000228174,0.9999771712562309,0.7197802556896429,0.7201376201199828,False,True,12,50,0.2,2,3,2,2.0,3,0.19999999999999996
541,FAST-LTS-MMEA-QR,20,3,0.45,0.0,269.5632604805719,2,0.005940999835729599,0.9999771712562309,0.7197802556896438,0.7201376201199837,False,True,12,50,0.2,1,3,2,1.0,3,1.1
542,FAST-LTS-MOEA-QR,20,3,0.45,0.0,269.5632604805719,0,0.0072789997793734065,0.9999771712562308,0.7197802556896407,0.7201376201199806,False,True,12,50,0.2,2,3,2,0.7999999999999998,3,-0.7199999999999999
543,MMEA-QR,20,3,0.45,0.0,269.5632604805719,6,0.006018000189214946,0.9999771712562308,0.7197802556896433,0.7201376201199833,False,True,12,50,0.2,3,5,4,3.0,5,0.2999999999999998
544,MOEA-QR,20,3,0.45,0.0,269.5632604805719,5,0.007679999805986881,0.9999771712562308,0.7197802556896411,0.7201376201199811,False,True,12,50,0.2,3,4,3,2.5,4,0.75
545,FAST-LTS,20,3,0.45,0.0,258.56912666198645,3,0.0004700000026787166,0.9998417532897268,1.1741581941550394,1.1745817123998026,False,True,12,50,0.2,2,3,2,1.5,3,-0.3500000000000001
546,FAST-LTS-MMEA-QR,20,3,0.45,0.0,258.5691266619864,1,0.007801000028848648,0.9998417532897271,1.1741581941550367,1.1745817123998001,False,True,12,50,0.2,1,4,1,0.5,4,2.55
547,FAST-LTS-MOEA-QR,20,3,0.45,0.0,258.5691266619864,2,0.008464000187814236,0.9998417532897271,1.1741581941550372,1.1745817123998,False,True,12,50,0.2,3,4,3,1.0,4,1.1
548,MMEA-QR,20,3,0.45,0.0,258.5691266619864,6,0.00626000016927719,0.9998417532897271,1.1741581941550403,1.1745817123998037,False,True,12,50,0.2,3,5,3,3.0,5,0.2999999999999998
549,MOEA-QR,20,3,0.45,0.0,258.5691266619864,5,0.008364999666810036,0.9998417532897271,1.1741581941550372,1.1745817123998,False,True,12,50,0.2,3,4,3,2.5,4,-0.25
550,FAST-LTS,100,4,0.45,0.0,1665.87006898984,5,0.0012599999754456805,0.9999159183681544,0.9172136641680386,0.919896448845324,False,True,52,50,0.2,3,4,3,2.5,4,-0.25
551,FAST-LTS-MMEA-QR,100,4,0.45,0.0,1665.870068989839,17,0.15129199624061584,0.9999159183681544,0.9172136641680364,0.9198964488453218,False,True,52,50,0.2,5,18,17,8.5,18,5.35
552,FAST-LTS-MOEA-QR,100,4,0.45,0.0,1665.870068989839,10,0.364641010761261,0.9999159183681544,0.9172136641680348,0.9198964488453204,False,True,52,50,0.2,15,22,15,5.799999999999997,22,9.780000000000001
553,MMEA-QR,100,4,0.45,0.0,1665.8700689898392,38,0.15375599265098572,0.9999159183681544,0.9172136641680352,0.9198964488453204,False,True,52,50,0.2,19,29,26,19.0,29,1.8999999999999986
554,MOEA-QR,100,4,0.45,0.0,1665.870068989839,32,0.3610489964485169,0.9999159183681544,0.9172136641680346,0.91989644884532,False,True,52,50,0.2,16,24,21,16.0,24,4.6
555,FAST-LTS,100,4,0.45,0.0,449.9420426884262,8,0.0013090000138618052,0.9994088801473248,0.4045196258644148,0.40955196112212106,False,True,52,50,0.2,4,6,4,4.0,6,1.4
556,FAST-LTS-MMEA-QR,100,4,0.45,0.0,446.55003871198613,9,0.13046300411224365,0.9997949603556646,0.07743631436710653,0.09112516270931573,False,True,52,50,0.2,6,23,9,4.5,23,4.95
557,FAST-LTS-MOEA-QR,100,4,0.45,0.0,446.5500387119861,15,0.3609929978847504,0.9997949603556644,0.07743631436710258,0.09112516270931237,False,True,52,50,0.2,15,23,22,6.0,23,14.6
558,MMEA-QR,100,4,0.45,0.0,446.55003871198613,29,0.13232700526714325,0.9997949603556644,0.0774363143671058,0.09112516270931507,False,True,52,50,0.2,15,22,18,14.5,22,0.9499999999999993
559,MOEA-QR,100,4,0.45,0.0,446.5500387119861,25,0.33160001039505005,0.9997949603556644,0.07743631436710663,0.09112516270931564,False,True,52,50,0.2,13,19,15,12.5,19,1.75
560,FAST-LTS,100,4,0.45,0.0,613.2603178918697,10,0.0013620000099763276,0.9965986915691756,0.9570916263057212,0.9699153530398891,False,True,52,50,0.2,5,8,6,5.0,8,0.5
561,FAST-LTS-MMEA-QR,100,4,0.45,0.0,608.2032042504621,10,0.14950400590896604,0.9974611230983504,0.4736629328467501,0.4921731748937994,False,True,52,50,0.2,8,28,10,5.0,28,3.5
562,FAST-LTS-MOEA-QR,100,4,0.45,0.0,608.2032042504622,10,0.37689301371574396,0.9974611230983506,0.4736629328467504,0.4921731748937999,False,True,52,50,0.2,19,29,23,7.599999999999998,29,9.160000000000002
563,MMEA-QR,100,4,0.45,0.0,608.2032042504622,27,0.1551779955625534,0.9974611230983506,0.4736629328467504,0.4921731748937997,False,True,52,50,0.2,14,21,20,13.5,21,2.8499999999999996
564,MOEA-QR,100,4,0.45,0.0,608.2032042504622,35,0.3821099996566773,0.9974611230983506,0.4736629328467515,0.49217317489380097,False,True,52,50,0.2,18,27,24,17.5,27,1.25
565,FAST-LTS,100,4,0.45,0.0,122.35821217778684,12,0.0013310000067576766,0.9999975718356562,0.08487527400896798,0.08498983026339348,False,True,52,50,0.2,6,9,7,6.0,9,0.5999999999999996
566,FAST-LTS-MMEA-QR,100,4,0.45,0.0,122.35821217778664,13,0.1705400049686432,0.9999975718356562,0.08487527400897113,0.0849898302633966,False,True,52,50,0.2,6,23,13,6.5,23,12.149999999999999
567,FAST-LTS-MOEA-QR,100,4,0.45,0.0,122.35821217778664,8,0.39449501037597656,0.9999975718356562,0.08487527400897113,0.08498983026339661,False,True,52,50,0.2,16,24,23,6.199999999999999,24,7.420000000000001
568,MMEA-QR,100,4,0.45,0.0,122.35821217778671,39,0.1616639941930771,0.9999975718356562,0.08487527400896731,0.08498983026339277,False,True,52,50,0.2,20,30,25,19.5,30,5.449999999999999
569,MOEA-QR,100,4,0.45,0.0,122.3582121777867,31,0.3919439911842346,0.9999975718356562,0.08487527400897092,0.08498983026339642,False,True,52,50,0.2,16,24,16,15.5,24,4.049999999999999
570,FAST-LTS,100,4,0.45,0.0,30.859132019624802,11,0.0013159999798517676,0.9999644516735876,0.18886673004940285,0.18946715197554487,False,True,52,50,0.2,6,9,8,5.5,9,1.0499999999999998
571,FAST-LTS-MMEA-QR,100,4,0.45,0.0,30.859132019624706,9,0.14408500492572784,0.9999644516735876,0.1888667300494024,0.1894671519755444,False,True,52,50,0.2,7,26,9,4.5,26,4.95
572,FAST-LTS-MOEA-QR,100,4,0.45,0.0,30.85913201962468,10,0.3660610020160675,0.999964451673588,0.1888667300494004,0.18946715197554245,False,True,52,50,0.2,12,18,12,4.599999999999998,18,9.860000000000003
573,MMEA-QR,100,4,0.45,0.0,30.85913201962468,34,0.14483700692653656,0.999964451673588,0.18886673004940266,0.18946715197554467,False,True,52,50,0.2,17,26,24,17.0,26,6.699999999999999
574,MOEA-QR,100,4,0.45,0.0,30.859132019624692,30,0.3710060119628906,0.9999644516735876,0.1888667300494002,0.1894671519755422,False,True,52,50,0.2,15,23,19,15.0,23,5.5
575,FAST-LTS,100,4,0.45,0.0,1019.2024052457484,8,0.0014659999869763851,0.9994399335244528,0.0126342763338467,0.060775861216741126,False,True,52,50,0.2,4,6,4,4.0,6,1.4
576,FAST-LTS-MMEA-QR,100,4,0.45,0.0,1019.2024052457467,18,0.13394799828529358,0.9994399335244528,0.012634276333851837,0.06077586121674244,False,True,52,50,0.2,6,20,18,9.0,20,5.9
577,FAST-LTS-MOEA-QR,100,4,0.45,0.0,1019.2024052457472,1,0.3366299867630005,0.9994399335244528,0.01263427633384967,0.060775861216741965,False,True,52,50,0.2,13,20,19,5.199999999999999,20,0.3200000000000003
578,MMEA-QR,100,4,0.45,0.0,1019.2024052457471,27,0.1329600065946579,0.9994399335244528,0.012634276333849032,0.06077586121674131,False,True,52,50,0.2,14,21,20,13.5,21,2.8499999999999996
