,algorithm,n,p,out,out_2model,rss,iter,time,cos,intercept_diff,l2,global_min,intercept,h_size,num_starts_subsets,leverage_ratio,tmp2,tmp4,tmp5,tmp6,tmp7,tmp8
1715,FAST-LTS,500,6,0.1,0.4,725.1028531889868,25,0.044286999851465225,0.9995049054410478,0.41910769728458597,0.42497159712257215,False,True,253,50,0.2,13,19,13,12.5,19,4.75
1716,FAST-LTS-MMEA-QR,500,6,0.1,0.4,1990.526606717657,17,2.3549609184265137,0.9998058403229684,0.8045861357482869,0.8060000079447989,False,True,253,50,0.2,8,30,17,8.5,30,14.35
1717,FAST-LTS-MOEA-QR,500,6,0.1,0.4,1975.167289203535,22,8.894756317138672,0.999938650805162,0.2131358824773573,0.2146832036515763,False,True,253,50,0.2,20,30,22,8.0,30,21.8
1718,MMEA-QR,500,6,0.1,0.4,1970.1252571511106,40,1.9082640409469604,0.9999722693414624,0.2401107274807072,0.2408255936662964,False,True,253,50,0.2,20,30,22,20.0,30,7.0
1719,MOEA-QR,500,6,0.1,0.4,2132.2449283021383,40,8.039790153503418,0.9999581476562798,0.32747324185106264,0.3281219170095425,False,True,253,50,0.2,20,30,22,20.0,30,9.0
1720,FAST-LTS,500,6,0.1,0.4,680.8221707241257,22,0.03716399986296892,0.9990174199267418,0.2578351408107505,0.2776216613064568,False,True,253,50,0.2,11,17,11,11.0,17,3.0999999999999996
1721,FAST-LTS-MMEA-QR,500,6,0.1,0.4,1975.462307447872,17,2.0257670879364014,0.9993957079627594,0.0477645102519696,0.09219414794882227,False,True,253,50,0.2,8,30,17,8.5,30,11.35
1722,FAST-LTS-MOEA-QR,500,6,0.1,0.4,1916.4778513594504,18,9.32763957977295,0.9999432139164696,0.23959237662937044,0.24096446506084485,False,True,253,50,0.2,20,30,27,8.0,30,17.8
1723,MMEA-QR,500,6,0.1,0.4,1962.02155830332,40,2.2889440059661865,0.9994058122417856,0.13683058918599778,0.1570656619414998,False,True,253,50,0.2,20,30,23,20.0,30,7.0
1724,MOEA-QR,500,6,0.1,0.4,1903.175744250733,40,9.175259590148926,0.9998578111446256,0.05319698355939751,0.0652003257250434,False,True,253,50,0.2,20,30,24,20.0,30,11.0
1725,FAST-LTS,500,6,0.1,0.4,40.19991833794671,25,0.04238800052553415,0.9999950094525591,0.13212099459318252,0.13243198513701673,False,True,253,50,0.2,13,19,16,12.5,19,3.75
1726,FAST-LTS-MMEA-QR,500,6,0.1,0.4,121.47518892969308,10,2.403460025787353,0.999999905932942,0.11254106947244376,0.11257902645520262,False,True,253,50,0.2,8,30,10,5.0,30,12.5
1727,FAST-LTS-MOEA-QR,500,6,0.1,0.4,131.44321819386928,14,9.07269287109375,0.9999993224025162,0.018755442497928168,0.019667002043673797,False,True,253,50,0.2,20,30,20,8.0,30,13.8
1728,MMEA-QR,500,6,0.1,0.4,138.7770894609629,40,2.1274271011352544,0.9999991255795386,0.17023040362442712,0.1702561767799489,False,True,253,50,0.2,20,30,26,20.0,30,5.0
1729,MOEA-QR,500,6,0.1,0.4,134.6221820722625,40,8.773859977722168,0.9999970920460504,0.05595329462477265,0.0564476149654548,False,True,253,50,0.2,20,30,21,20.0,30,6.0
