idx,cnt,rss,step
6,69.0,2323.6313541853906,6.0
0,70.0,10018.63486758683,0.0
1,70.0,4520.205322137851,1.0
2,70.0,2927.726878379803,2.0
3,70.0,2498.9703758067367,3.0
4,70.0,2370.755085910203,4.0
5,70.0,2337.1518292391715,5.0
6,70.0,2241.6850244168318,6.0
7,70.0,2112.849305005625,7.0
8,70.0,1962.8134453541938,8.0
9,70.0,1917.63216193764,9.0
10,70.0,1917.6321619376397,10.0
0,71.0,28628.873879986582,0.0
1,71.0,18896.066444783053,1.0
2,71.0,11440.378710304029,2.0
3,71.0,8416.787669607344,3.0
4,71.0,5600.483538360173,4.0
5,71.0,3345.5778647136895,5.0
6,71.0,2353.1429153832205,6.0
7,71.0,2241.5167191875057,7.0
8,71.0,2215.4055965507423,8.0
9,71.0,2177.046047751011,9.0
10,71.0,2151.696652412712,10.0
11,71.0,2046.2085463339038,11.0
12,71.0,1932.5485578287153,12.0
13,71.0,1890.7453841262936,13.0
14,71.0,1869.2480777794203,14.0
15,71.0,1826.0505985944744,15.0
16,71.0,1826.0505985944733,16.0
0,72.0,15179.419015849597,0.0
1,72.0,7965.110079028592,1.0
2,72.0,4188.752195971362,2.0
3,72.0,2695.9202035794256,3.0
4,72.0,2137.838816746345,4.0
5,72.0,2080.9093695179045,5.0
6,72.0,2053.627480747148,6.0
7,72.0,2026.1283410670815,7.0
8,72.0,1955.7809896758954,8.0
9,72.0,1910.2880766393425,9.0
10,72.0,1910.2880766393428,10.0
0,73.0,17461.57871340932,0.0
1,73.0,7969.885612326935,1.0
2,73.0,4491.430725284181,2.0
3,73.0,3256.9919939822657,3.0
4,73.0,2892.7523998318984,4.0
5,73.0,2564.141020854427,5.0
6,73.0,2321.475834158059,6.0
7,73.0,2217.0510224270733,7.0
8,73.0,2195.603122176044,8.0
9,73.0,2171.287752112368,9.0
10,73.0,2171.287752112369,10.0
0,74.0,33024.89415794456,0.0
1,74.0,11082.723419849339,1.0
2,74.0,5108.034276646095,2.0
3,74.0,3180.036866666814,3.0
4,74.0,2963.752522655583,4.0
5,74.0,2552.3161327172224,5.0
6,74.0,2409.8768955822356,6.0
7,74.0,2124.6072906705367,7.0
8,74.0,1910.503648295979,8.0
9,74.0,1876.2462570808066,9.0
10,74.0,1876.2462570808068,10.0
0,75.0,47555.734697689564,0.0
1,75.0,11655.663691932918,1.0
2,75.0,6153.607579808245,2.0
3,75.0,4347.334100997545,3.0
4,75.0,3946.255666451164,4.0
5,75.0,3777.00899752606,5.0
6,75.0,3376.9013186311818,6.0
7,75.0,2828.9351036356693,7.0
8,75.0,2712.999251090149,8.0
9,75.0,2648.974501283717,9.0
10,75.0,2648.9745012837175,10.0
0,76.0,15945.196326651863,0.0
1,76.0,4224.392549816786,1.0
2,76.0,3080.747399648189,2.0
3,76.0,2732.8948651222913,3.0
4,76.0,2543.104015550384,4.0
5,76.0,2378.0620034168023,5.0
6,76.0,2318.9334414689733,6.0
7,76.0,2264.724845497852,7.0
8,76.0,2264.7248454978526,8.0
0,77.0,15026.899275224841,0.0
1,77.0,6536.236430360227,1.0
2,77.0,2686.37033895911,2.0
3,77.0,2208.4728029280473,3.0
4,77.0,1921.7857477352993,4.0
5,77.0,1921.7857477353002,5.0
0,78.0,4498.650652540728,0.0
1,78.0,3869.963193510129,1.0
2,78.0,3565.4300328129384,2.0
3,78.0,3057.117254825859,3.0
4,78.0,2623.389523052818,4.0
5,78.0,2512.753217161966,5.0
6,78.0,2492.2168904522264,6.0
7,78.0,2492.216890452227,7.0
0,79.0,13302.532856096788,0.0
1,79.0,7860.3104424157755,1.0
2,79.0,5955.55976504508,2.0
3,79.0,4717.750288794271,3.0
4,79.0,3687.7795059379723,4.0
5,79.0,3218.625614204555,5.0
6,79.0,2629.6235446372516,6.0
7,79.0,2197.9103559205973,7.0
8,79.0,2043.2902672054277,8.0
9,79.0,2008.084580361238,9.0
10,79.0,1985.9027081479503,10.0
11,79.0,1933.5370029340418,11.0
12,79.0,1933.5370029340413,12.0
0,80.0,23577.37588772951,0.0
1,80.0,10517.170251725838,1.0
2,80.0,7558.1311501995415,2.0
3,80.0,6220.64053979521,3.0
4,80.0,5135.561699297405,4.0
5,80.0,4281.378633695713,5.0
6,80.0,3685.7243820722642,6.0
7,80.0,3094.166437493844,7.0
8,80.0,2441.1390101599222,8.0
9,80.0,2172.358738258979,9.0
10,80.0,2047.2752841970757,10.0
11,80.0,1944.7370438677426,11.0
12,80.0,1910.2880766393407,12.0
13,80.0,1910.2880766393428,13.0
0,81.0,16384.622638360437,0.0
1,81.0,9362.10931155509,1.0
2,81.0,5613.705520040098,2.0
3,81.0,4386.703345798137,3.0
4,81.0,3523.1762243763837,4.0
5,81.0,3063.922767619062,5.0
6,81.0,2811.412801777996,6.0
7,81.0,2434.985917123708,7.0
8,81.0,2183.317137885677,8.0
9,81.0,2086.283153171173,9.0
10,81.0,2002.5022393094257,10.0
11,81.0,1955.9633277856335,11.0
12,81.0,1886.574238966574,12.0
13,81.0,1871.9139745926946,13.0
14,81.0,1871.9139745926936,14.0
0,82.0,11173.583750879423,0.0
1,82.0,4187.411184625636,1.0
2,82.0,3354.781126774652,2.0
3,82.0,2932.2013010581713,3.0
4,82.0,2715.517483578847,4.0
5,82.0,2510.7192859507363,5.0
6,82.0,2472.1504258870323,6.0
7,82.0,2449.8729696595115,7.0
8,82.0,2420.109852227774,8.0
9,82.0,2397.236551653132,9.0
10,82.0,2383.606439054141,10.0
11,82.0,2346.784325877374,11.0
12,82.0,2318.8829365437127,12.0
13,82.0,2300.7636865284094,13.0
14,82.0,2300.7636865284103,14.0
0,83.0,8247.61060490901,0.0
1,83.0,5342.753049523825,1.0
2,83.0,4012.124676209612,2.0
3,83.0,3049.1258659811997,3.0
4,83.0,3012.859733684623,4.0
5,83.0,3012.8597336846237,5.0
0,84.0,27354.15935866036,0.0
1,84.0,12958.038091957467,1.0
2,84.0,8345.862156915717,2.0
3,84.0,6477.627398939819,3.0
4,84.0,4867.966900179787,4.0
5,84.0,3342.4593841022006,5.0
6,84.0,3109.30226547117,6.0
7,84.0,3015.613670818489,7.0
8,84.0,2942.167858622558,8.0
9,84.0,2942.1678586225557,9.0
0,85.0,8068.579405842369,0.0
1,85.0,4631.36723947049,1.0
2,85.0,3472.3991996732666,2.0
3,85.0,2731.3642858158714,3.0
4,85.0,2422.408788055478,4.0
5,85.0,2141.659282930615,5.0
6,85.0,2141.659282930614,6.0
0,86.0,19656.75920387498,0.0
1,86.0,8488.843560392083,1.0
2,86.0,5323.1218801999175,2.0
3,86.0,3973.8165625841275,3.0
4,86.0,3237.8765401988144,4.0
5,86.0,2752.6556297823954,5.0
6,86.0,2582.929883286997,6.0
7,86.0,2546.1762994560736,7.0
8,86.0,2528.4330305443805,8.0
9,86.0,2455.695905158466,9.0
10,86.0,2313.9344466001194,10.0
11,86.0,2269.9026498760995,11.0
12,86.0,2248.9603606276887,12.0
13,86.0,2121.241236124216,13.0
14,86.0,2005.4402190136989,14.0
15,86.0,1975.7686845154462,15.0
16,86.0,1951.594517922697,16.0
17,86.0,1951.5945179226967,17.0
0,87.0,11941.306734193175,0.0
1,87.0,4853.477143794603,1.0
2,87.0,3405.329953366342,2.0
3,87.0,3137.3088729479823,3.0
4,87.0,3026.136720742886,4.0
5,87.0,2826.1848606094873,5.0
6,87.0,2725.7700207545636,6.0
7,87.0,2567.724985748697,7.0
8,87.0,2481.4234150142233,8.0
9,87.0,2419.1726328225,9.0
10,87.0,2401.0982914570704,10.0
11,87.0,2401.0982914570673,11.0
0,88.0,13620.629237397266,0.0
1,88.0,4801.100487003569,1.0
2,88.0,2941.7989234426213,2.0
3,88.0,2738.9949554814916,3.0
4,88.0,2428.5008050981696,4.0
5,88.0,2202.622679645119,5.0
6,88.0,1999.918954556301,6.0
7,88.0,1970.3139668628312,7.0
8,88.0,1970.3139668628305,8.0
0,89.0,12262.970649294426,0.0
1,89.0,6391.6748725535645,1.0
2,89.0,3672.2903084823024,2.0
3,89.0,3165.8687620293967,3.0
4,89.0,2948.360734273171,4.0
5,89.0,2702.1752436352185,5.0
6,89.0,2603.3033474717245,6.0
7,89.0,2550.7005919618114,7.0
8,89.0,2498.0857937494966,8.0
9,89.0,2498.085793749497,9.0
0,90.0,18414.789801332387,0.0
1,90.0,7916.34946478626,1.0
2,90.0,4115.842328742549,2.0
3,90.0,2698.7822734132483,3.0
4,90.0,2262.507373071023,4.0
5,90.0,2138.159208546992,5.0
6,90.0,2087.9258750697595,6.0
7,90.0,2074.1091911813596,7.0
8,90.0,2074.1091911813605,8.0
0,91.0,50182.874368132776,0.0
1,91.0,31311.18644765236,1.0
2,91.0,13484.456402590029,2.0
3,91.0,6950.93074026792,3.0
4,91.0,5283.225543957383,4.0
5,91.0,4678.9054762372325,5.0
6,91.0,4468.7522797534675,6.0
7,91.0,4014.771890228984,7.0
8,91.0,3215.333167926084,8.0
9,91.0,2661.26688373214,9.0
10,91.0,2292.928771888926,10.0
11,91.0,1985.1012691891183,11.0
12,91.0,1910.2880766393403,12.0
13,91.0,1910.2880766393428,13.0
0,92.0,8468.247671572679,0.0
1,92.0,5085.986088061872,1.0
2,92.0,3867.956090785668,2.0
3,92.0,3449.1683135698395,3.0
4,92.0,3133.019580873847,4.0
5,92.0,2831.7018379255646,5.0
6,92.0,2330.7717034469124,6.0
7,92.0,2217.4081024127627,7.0
8,92.0,2170.731114988808,8.0
9,92.0,2127.250922671707,9.0
10,92.0,2074.5116414196627,10.0
11,92.0,2033.9905233732266,11.0
12,92.0,2033.9905233732275,12.0
0,93.0,15176.72057708303,0.0
1,93.0,10490.465267991078,1.0
2,93.0,6048.66071447896,2.0
3,93.0,3556.388606259162,3.0
4,93.0,2546.554038371942,4.0
5,93.0,1889.9172694165102,5.0
6,93.0,1889.9172694165104,6.0
0,94.0,14214.963812539349,0.0
1,94.0,6090.11098708014,1.0
2,94.0,3653.6705708919026,2.0
3,94.0,2815.273482037528,3.0
4,94.0,2518.635361322283,4.0
5,94.0,2157.6700596645815,5.0
6,94.0,1992.2990066626276,6.0
7,94.0,1992.2990066626287,7.0
0,95.0,11464.540115632599,0.0
1,95.0,6409.864309634771,1.0
2,95.0,4074.4540316264533,2.0
3,95.0,3036.4689315210594,3.0
4,95.0,2850.368162943098,4.0
5,95.0,2712.929517772598,5.0
6,95.0,2631.9141648741006,6.0
7,95.0,2520.0732884907748,7.0
8,95.0,2331.2998178776693,8.0
9,95.0,2097.6553976065875,9.0
10,95.0,2011.8864815430215,10.0
11,95.0,1951.5945179226987,11.0
12,95.0,1951.5945179226967,12.0
0,96.0,33148.1029377445,0.0
1,96.0,13300.685613253123,1.0
2,96.0,8112.0284116982175,2.0
3,96.0,5041.1238350735075,3.0
4,96.0,3401.6082650192848,4.0
5,96.0,2681.0702650301096,5.0
6,96.0,2412.211165776692,6.0
7,96.0,2204.6537850404375,7.0
8,96.0,2029.452715036717,8.0
9,96.0,2003.5269749036179,9.0
10,96.0,2003.526974903619,10.0
0,97.0,30276.118267865786,0.0
1,97.0,14898.109476847058,1.0
2,97.0,10145.35033412291,2.0
3,97.0,8025.617083731363,3.0
4,97.0,7655.088380493112,4.0
5,97.0,6955.646951999737,5.0
6,97.0,5910.53829187951,6.0
7,97.0,5180.455998081531,7.0
8,97.0,3933.6894445083353,8.0
9,97.0,3286.4229965422687,9.0
10,97.0,2801.4864883602063,10.0
11,97.0,2503.7273971517375,11.0
12,97.0,2472.112822229689,12.0
13,97.0,2432.34204932131,13.0
14,97.0,2377.0754219878568,14.0
15,97.0,2189.5475072914614,15.0
16,97.0,2002.273442361217,16.0
17,97.0,2002.2734423612173,17.0
0,98.0,22325.72499388405,0.0
1,98.0,7467.187109975764,1.0
2,98.0,4734.8551881260255,2.0
3,98.0,3858.0315908144,3.0
4,98.0,3302.824053665901,4.0
5,98.0,3067.583053183607,5.0
6,98.0,2917.6317698603525,6.0
7,98.0,2683.8128880609042,7.0
8,98.0,2483.1010025946853,8.0
9,98.0,2349.5145220037266,9.0
10,98.0,2178.0740689485406,10.0
11,98.0,2041.3452017049374,11.0
12,98.0,1985.1734225810308,12.0
13,98.0,1965.4129722783803,13.0
14,98.0,1955.4332005119297,14.0
15,98.0,1955.43320051193,15.0
0,99.0,35434.802146888316,0.0
1,99.0,24310.165807399087,1.0
2,99.0,10695.632641136128,2.0
3,99.0,5832.677942839409,3.0
4,99.0,3893.7362350847993,4.0
5,99.0,3044.252238730846,5.0
6,99.0,2607.2528061496523,6.0
7,99.0,2517.196658282216,7.0
8,99.0,2473.228605837382,8.0
9,99.0,2406.595513001295,9.0
10,99.0,2396.3503588769845,10.0
11,99.0,2396.350358876984,11.0
0,100.0,12646.532412208953,0.0
1,100.0,5306.132093731989,1.0
2,100.0,3316.5342122862007,2.0
3,100.0,3144.746185814192,3.0
4,100.0,2763.731423611967,4.0
5,100.0,2510.4634935022377,5.0
6,100.0,2326.423859516236,6.0
7,100.0,2189.9357919862127,7.0
8,100.0,2039.2246916703368,8.0
9,100.0,2028.3081165867072,9.0
10,100.0,2028.3081165867075,10.0
0,101.0,17370.36250818487,0.0
1,101.0,8646.411124651813,1.0
2,101.0,7072.256766968953,2.0
3,101.0,5578.229635946663,3.0
4,101.0,4524.325117538437,4.0
5,101.0,4000.688348948629,5.0
6,101.0,3349.541140433292,6.0
7,101.0,2765.116322408114,7.0
8,101.0,2215.9009188960226,8.0
9,101.0,1999.6369865568288,9.0
10,101.0,1938.9670782139117,10.0
11,101.0,1924.1298163799643,11.0
12,101.0,1924.129816379963,12.0
0,102.0,6151.795945210918,0.0
1,102.0,4395.481156438944,1.0
2,102.0,3678.242821523894,2.0
3,102.0,3006.6655129971855,3.0
4,102.0,2858.5132260948067,4.0
5,102.0,2660.391339870879,5.0
6,102.0,2522.689881944382,6.0
7,102.0,2434.434186226354,7.0
8,102.0,2346.9157080301375,8.0
9,102.0,2246.5658271727766,9.0
10,102.0,2121.876585477949,10.0
11,102.0,2048.706861483098,11.0
12,102.0,2037.3193594242323,12.0
13,102.0,2013.3173609159487,13.0
14,102.0,1968.3871122028877,14.0
15,102.0,1948.1517124961033,15.0
16,102.0,1931.7360552242528,16.0
17,102.0,1931.7360552242526,17.0
0,103.0,14027.814070548713,0.0
1,103.0,6139.937998279987,1.0
2,103.0,3920.063648075559,2.0
3,103.0,3195.428346129742,3.0
4,103.0,3084.235644687409,4.0
5,103.0,2925.2907108108834,5.0
6,103.0,2814.6195095956946,6.0
7,103.0,2711.0051685408384,7.0
8,103.0,2616.275199850876,8.0
9,103.0,2568.2148183411105,9.0
10,103.0,2507.4893050290016,10.0
11,103.0,2433.5446156208495,11.0
12,103.0,2433.544615620849,12.0
0,104.0,23716.414462877317,0.0
1,104.0,10138.160971652998,1.0
2,104.0,5741.012046934342,2.0
3,104.0,4696.965727360807,3.0
4,104.0,3941.35201785902,4.0
5,104.0,3526.9637179250603,5.0
6,104.0,3126.4008008207857,6.0
7,104.0,2814.0170950711517,7.0
8,104.0,2464.3132608413107,8.0
9,104.0,2231.385948698137,9.0
10,104.0,1996.4228176739916,10.0
11,104.0,1971.5744900432614,11.0
12,104.0,1971.574490043262,12.0
0,105.0,12454.660747665597,0.0
1,105.0,4277.56504661165,1.0
2,105.0,3446.918544912467,2.0
3,105.0,2938.4193162021006,3.0
4,105.0,2418.475204845437,4.0
5,105.0,2280.97204549428,5.0
6,105.0,2202.7006158832924,6.0
7,105.0,2146.153224870745,7.0
8,105.0,2084.996127180605,8.0
9,105.0,2034.8255938810898,9.0
10,105.0,1942.2674735206426,10.0
11,105.0,1837.2807574887065,11.0
12,105.0,1809.672163103273,12.0
13,105.0,1809.672163103273,13.0
0,106.0,13241.908302173557,0.0
1,106.0,9499.287636784664,1.0
2,106.0,7553.666890247103,2.0
3,106.0,4126.397207805027,3.0
4,106.0,3016.028100370753,4.0
5,106.0,2693.2209578233687,5.0
6,106.0,2502.3552215558716,6.0
7,106.0,2462.8789522814895,7.0
8,106.0,2347.7161793168248,8.0
9,106.0,2223.1362540094324,9.0
10,106.0,1997.0108613925886,10.0
11,106.0,1968.5579895288743,11.0
12,106.0,1955.4332005119295,12.0
13,106.0,1955.43320051193,13.0
0,107.0,26459.633607300737,0.0
1,107.0,7045.477705175735,1.0
2,107.0,4078.359488101741,2.0
3,107.0,2968.8576493154555,3.0
4,107.0,2241.5511994058443,4.0
5,107.0,2152.370214650644,5.0
6,107.0,2028.3017159629778,6.0
7,107.0,1980.088471567882,7.0
8,107.0,1944.7370438677417,8.0
9,107.0,1910.2880766393407,9.0
10,107.0,1910.2880766393428,10.0
0,108.0,16221.239986613831,0.0
1,108.0,13651.636098684105,1.0
2,108.0,8957.254370115223,2.0
3,108.0,5148.517473175208,3.0
4,108.0,3345.6043470213694,4.0
5,108.0,2504.2847948909475,5.0
6,108.0,2277.5563953330584,6.0
7,108.0,2123.9530243953977,7.0
8,108.0,1931.8457444028431,8.0
9,108.0,1931.8457444028422,9.0
0,109.0,13908.967154328431,0.0
1,109.0,6054.402552589697,1.0
2,109.0,3861.4854846173753,2.0
3,109.0,2799.894120824008,3.0
4,109.0,2456.9256081717795,4.0
5,109.0,2343.9385878783482,5.0
6,109.0,2246.5686389163857,6.0
7,109.0,2092.1339316959497,7.0
8,109.0,2060.887530326865,8.0
9,109.0,2060.887530326863,9.0
0,110.0,12243.103068010296,0.0
1,110.0,4970.793361793233,1.0
2,110.0,3067.580666649307,2.0
3,110.0,2320.283969091285,3.0
4,110.0,2057.515309486923,4.0
5,110.0,2007.8165434999057,5.0
6,110.0,1931.2904772674835,6.0
7,110.0,1931.2904772674829,7.0
0,111.0,7166.175319248055,0.0
1,111.0,3855.5109711000414,1.0
2,111.0,2930.3764977531728,2.0
3,111.0,2756.4417680249453,3.0
4,111.0,2531.523104474301,4.0
5,111.0,2288.255987475981,5.0
6,111.0,2218.4463270497604,6.0
7,111.0,2168.4633770984733,7.0
8,111.0,2112.6658525349753,8.0
9,111.0,2064.5836808751956,9.0
10,111.0,2032.3229753752566,10.0
11,111.0,2032.322975375257,11.0
0,112.0,24700.990266683195,0.0
1,112.0,14371.078070361227,1.0
2,112.0,7552.340014299748,2.0
3,112.0,4657.2156595068955,3.0
4,112.0,3932.053606193332,4.0
5,112.0,3339.7132414851562,5.0
6,112.0,2943.3298542097673,6.0
7,112.0,2880.766656715128,7.0
8,112.0,2855.019181251256,8.0
9,112.0,2823.0549526868526,9.0
10,112.0,2746.465106373726,10.0
11,112.0,2674.065418861565,11.0
12,112.0,2629.024006310529,12.0
13,112.0,2629.0240063105293,13.0
0,113.0,13213.983677438993,0.0
1,113.0,5495.1898852308095,1.0
2,113.0,3551.3767317216034,2.0
3,113.0,3049.715930844742,3.0
4,113.0,3049.7159308447417,4.0
0,114.0,10042.392725136215,0.0
1,114.0,6475.206197033016,1.0
2,114.0,5288.272820895923,2.0
3,114.0,5052.914441061625,3.0
4,114.0,4678.955177466327,4.0
5,114.0,4328.829405896857,5.0
6,114.0,3766.801042472272,6.0
7,114.0,3273.1493167005906,7.0
8,114.0,2963.8264129521417,8.0
9,114.0,2656.6109412564265,9.0
10,114.0,2547.199371894035,10.0
11,114.0,2496.2216201748247,11.0
12,114.0,2496.221620174824,12.0
0,115.0,5286.516430210055,0.0
1,115.0,3185.835815925375,1.0
2,115.0,2741.8988594905522,2.0
3,115.0,2463.6561002447474,3.0
4,115.0,2270.4858806266116,4.0
5,115.0,2082.5677192726152,5.0
6,115.0,2024.857440570941,6.0
7,115.0,1996.3633107320136,7.0
8,115.0,1996.3633107320143,8.0
0,116.0,19962.074740748518,0.0
1,116.0,11363.509246787398,1.0
2,116.0,6761.041434750385,2.0
3,116.0,4986.035761842891,3.0
4,116.0,3631.5324716592236,4.0
5,116.0,3083.3274036820067,5.0
6,116.0,2873.75974307388,6.0
7,116.0,2707.6866877424773,7.0
8,116.0,2528.7009363933503,8.0
9,116.0,2286.507712329938,9.0
10,116.0,2136.3334858348603,10.0
11,116.0,2126.4383878165827,11.0
12,116.0,2126.438387816583,12.0
0,117.0,13314.70536092865,0.0
1,117.0,7418.588143266034,1.0
2,117.0,3721.652612135431,2.0
3,117.0,3275.6213686378633,3.0
4,117.0,2936.3920742170944,4.0
5,117.0,2544.873522749742,5.0
6,117.0,2221.355293515406,6.0
7,117.0,2107.283973559455,7.0
8,117.0,1992.8958205291456,8.0
9,117.0,1973.492197166329,9.0
10,117.0,1956.0404629118784,10.0
11,117.0,1946.7018149603102,11.0
12,117.0,1946.7018149603086,12.0
0,118.0,28543.586482108592,0.0
1,118.0,12497.11462703057,1.0
2,118.0,7001.219315125726,2.0
3,118.0,4162.962393559945,3.0
4,118.0,3307.77095336235,4.0
5,118.0,2587.8636879885617,5.0
6,118.0,2306.269415685911,6.0
7,118.0,2269.0138506395956,7.0
8,118.0,2164.3171763895275,8.0
9,118.0,2071.268991690077,9.0
10,118.0,2000.2557241355153,10.0
11,118.0,1974.216311369028,11.0
12,118.0,1955.4332005119302,12.0
13,118.0,1955.43320051193,13.0
0,119.0,8948.745553886229,0.0
1,119.0,4440.383048470501,1.0
2,119.0,3514.1303622151513,2.0
3,119.0,2969.768894646256,3.0
4,119.0,2520.8221006279427,4.0
5,119.0,2440.141698364842,5.0
6,119.0,2339.574801963813,6.0
7,119.0,2320.6872004432485,7.0
8,119.0,2320.687200443249,8.0
0,120.0,14291.881337660474,0.0
1,120.0,8887.179952421717,1.0
2,120.0,5385.530693273766,2.0
3,120.0,3168.433108099254,3.0
4,120.0,2400.7313290197903,4.0
5,120.0,2153.600530908295,5.0
6,120.0,1989.9557484927848,6.0
7,120.0,1948.1517124961028,7.0
8,120.0,1931.7360552242528,8.0
9,120.0,1931.7360552242526,9.0
0,121.0,27809.062078636325,0.0
1,121.0,14688.954222752895,1.0
2,121.0,8647.60778816762,2.0
3,121.0,6023.036466754791,3.0
4,121.0,4463.740204190478,4.0
5,121.0,3306.0207952728897,5.0
6,121.0,2895.7818917650006,6.0
7,121.0,2772.6272573887613,7.0
8,121.0,2754.0107569044567,8.0
9,121.0,2754.0107569044567,9.0
0,122.0,19563.0739492067,0.0
1,122.0,7342.84677457868,1.0
2,122.0,5099.532257766457,2.0
3,122.0,3982.782518942799,3.0
4,122.0,3340.9228113086474,4.0
5,122.0,3260.7033778970454,5.0
6,122.0,3076.9823676661645,6.0
7,122.0,2807.9306689622376,7.0
8,122.0,2764.8771567826434,8.0
9,122.0,2602.1312071793336,9.0
10,122.0,2490.255377462958,10.0
11,122.0,2412.3252136006413,11.0
12,122.0,2387.9172441756837,12.0
13,122.0,2275.325835472104,13.0
14,122.0,2090.3612971178786,14.0
15,122.0,2002.2734423612162,15.0
16,122.0,2002.2734423612173,16.0
0,123.0,20035.72539855154,0.0
1,123.0,10078.450909081539,1.0
2,123.0,6087.261814317298,2.0
3,123.0,4603.1171110155,3.0
4,123.0,3634.3581809864786,4.0
5,123.0,3244.929700502094,5.0
6,123.0,2988.0603914236913,6.0
7,123.0,2555.172067299907,7.0
8,123.0,2199.4396911119416,8.0
9,123.0,2047.676147509954,9.0
10,123.0,2000.2557241355155,10.0
11,123.0,1974.216311369028,11.0
12,123.0,1955.4332005119302,12.0
13,123.0,1955.43320051193,13.0
0,124.0,7821.302526356828,0.0
1,124.0,4563.124630515709,1.0
2,124.0,3290.3258273462325,2.0
3,124.0,2884.038761962085,3.0
4,124.0,2759.1676412418724,4.0
5,124.0,2626.068373024447,5.0
6,124.0,2446.3485867417685,6.0
7,124.0,2200.832880234757,7.0
8,124.0,2120.878566789132,8.0
9,124.0,2045.5974046451104,9.0
10,124.0,1974.1403890625606,10.0
11,124.0,1964.7010530580978,11.0
12,124.0,1964.7010530580965,12.0
0,125.0,14175.914575028968,0.0
1,125.0,7684.87595225909,1.0
2,125.0,5706.892109218224,2.0
3,125.0,4184.717673606581,3.0
4,125.0,3254.562147295138,4.0
5,125.0,2924.339672915659,5.0
6,125.0,2837.848544869185,6.0
7,125.0,2791.647238817921,7.0
8,125.0,2791.647238817919,8.0
0,126.0,22754.041424562107,0.0
1,126.0,10617.308948484288,1.0
2,126.0,5925.370866440289,2.0
3,126.0,4572.446133191632,3.0
4,126.0,3523.971026577462,4.0
5,126.0,2635.774171078577,5.0
6,126.0,2204.8508642271163,6.0
7,126.0,2165.7133172158533,7.0
8,126.0,2063.3156391349758,8.0
9,126.0,2033.108078407712,9.0
10,126.0,2033.108078407713,10.0
0,127.0,3356.9808987712445,0.0
1,127.0,3032.711292065582,1.0
2,127.0,2917.4078296535076,2.0
3,127.0,2780.3710514646955,3.0
4,127.0,2745.3560796743313,4.0
5,127.0,2560.603668034255,5.0
6,127.0,2548.9964389293127,6.0
7,127.0,2526.6926194345624,7.0
8,127.0,2503.612006715572,8.0
9,127.0,2487.1315949174,9.0
10,127.0,2487.131594917401,10.0
0,128.0,30586.83794176153,0.0
1,128.0,12224.4457843782,1.0
2,128.0,8873.919540747835,2.0
3,128.0,4976.06303089491,3.0
4,128.0,3051.2578391832803,4.0
5,128.0,2342.637039629674,5.0
6,128.0,2187.1561953319824,6.0
7,128.0,2136.535473589164,7.0
8,128.0,2125.8807532152236,8.0
9,128.0,2035.7289353106746,9.0
10,128.0,1898.176626022277,10.0
11,128.0,1898.176626022275,11.0
0,129.0,14273.650443786451,0.0
1,129.0,10207.964575543621,1.0
2,129.0,5579.779459156539,2.0
3,129.0,3083.2369217856485,3.0
4,129.0,2663.4249613985044,4.0
5,129.0,2417.7001733663665,5.0
6,129.0,2225.107354971211,6.0
7,129.0,2177.280568956779,7.0
8,129.0,2141.1038683505535,8.0
9,129.0,2046.5938458013427,9.0
10,129.0,1968.7841689904708,10.0
11,129.0,1899.900398660577,11.0
12,129.0,1826.050598594473,12.0
13,129.0,1826.0505985944733,13.0
0,130.0,10431.132582599503,0.0
1,130.0,5212.467778006214,1.0
2,130.0,3540.893018830541,2.0
3,130.0,3045.775299780425,3.0
4,130.0,2921.7524916262096,4.0
5,130.0,2883.5655743677376,5.0
6,130.0,2801.566081612029,6.0
7,130.0,2620.0160290857048,7.0
8,130.0,2583.210656598131,8.0
9,130.0,2583.21065659813,9.0
0,131.0,20192.803958877346,0.0
1,131.0,9591.852731609619,1.0
2,131.0,4867.269015578461,2.0
3,131.0,3291.2475320059934,3.0
4,131.0,2617.2216855207535,4.0
5,131.0,2229.4175719452455,5.0
6,131.0,2147.7515982184427,6.0
7,131.0,2108.1419252401693,7.0
8,131.0,2095.472698110654,8.0
9,131.0,2095.472698110655,9.0
0,132.0,17910.777021276965,0.0
1,132.0,11008.06885952667,1.0
2,132.0,6345.529646863625,2.0
3,132.0,3933.3123510069927,3.0
4,132.0,3051.097856753425,4.0
5,132.0,2684.1645057322075,5.0
6,132.0,2558.267778724461,6.0
7,132.0,2450.5832651469764,7.0
8,132.0,2416.2332513468978,8.0
9,132.0,2416.233251346898,9.0
0,133.0,21012.40267241945,0.0
1,133.0,7380.116373487039,1.0
2,133.0,4505.474319694151,2.0
3,133.0,3167.431424556465,3.0
4,133.0,2813.331799997513,4.0
5,133.0,2593.191659295989,5.0
6,133.0,2325.7224193701804,6.0
7,133.0,2265.2338253458756,7.0
8,133.0,2247.995843857481,8.0
9,133.0,2247.9958438574818,9.0
0,134.0,12439.190018412773,0.0
1,134.0,5545.127711242877,1.0
2,134.0,3523.5779651825023,2.0
3,134.0,2837.777596268936,3.0
4,134.0,2540.1307370562713,4.0
5,134.0,2368.473766241277,5.0
6,134.0,2333.0942131252996,6.0
7,134.0,2333.094213125298,7.0
0,135.0,9324.041764960693,0.0
1,135.0,4564.505733231745,1.0
2,135.0,4280.230589307724,2.0
3,135.0,3880.56218785475,3.0
4,135.0,3517.732268370893,4.0
5,135.0,3090.431509189468,5.0
