idx,cnt,rss,step
9,205.0,2238.2217514696904,9.0
10,205.0,2218.0420385342522,10.0
11,205.0,2200.6391715166164,11.0
12,205.0,2179.6217648748075,12.0
13,205.0,2179.6217648748075,13.0
0,206.0,11503.819227531185,0.0
1,206.0,6384.808412082417,1.0
2,206.0,4197.622479424409,2.0
3,206.0,3040.3031631982726,3.0
4,206.0,2550.1054175592276,4.0
5,206.0,2412.7683939860676,5.0
6,206.0,2302.5051069999668,6.0
7,206.0,2237.450357289696,7.0
8,206.0,2189.2092698659453,8.0
9,206.0,2172.033591701914,9.0
10,206.0,2151.506045840788,10.0
11,206.0,2119.672409337482,11.0
12,206.0,2102.436956780868,12.0
13,206.0,2102.436956780864,13.0
0,207.0,5817.434874827766,0.0
1,207.0,2997.300505622999,1.0
2,207.0,2353.4339176790586,2.0
3,207.0,2308.0974371304537,3.0
4,207.0,2170.895275468188,4.0
5,207.0,2062.6805332221106,5.0
6,207.0,1994.3070640689716,6.0
7,207.0,1955.8694848353668,7.0
8,207.0,1955.8694848353675,8.0
0,208.0,18467.68932521769,0.0
1,208.0,11698.395275171511,1.0
2,208.0,7317.251097624609,2.0
3,208.0,4715.294630075224,3.0
4,208.0,3357.391577920916,4.0
5,208.0,2873.5220682438935,5.0
6,208.0,2673.909482288688,6.0
7,208.0,2398.594287625895,7.0
8,208.0,2280.051804482701,8.0
9,208.0,2151.0760731504524,9.0
10,208.0,2064.913773068148,10.0
11,208.0,1992.1952429636221,11.0
12,208.0,1970.3139668628294,12.0
13,208.0,1970.3139668628305,13.0
0,209.0,12769.560751615389,0.0
1,209.0,3737.769730829445,1.0
2,209.0,2527.912321676653,2.0
3,209.0,2280.0289627675447,3.0
4,209.0,2060.9302714707374,4.0
5,209.0,2030.8874328853544,5.0
6,209.0,2015.4835946244866,6.0
7,209.0,1991.7526409331385,7.0
8,209.0,1987.3181245293908,8.0
9,209.0,1987.31812452939,9.0
0,210.0,25301.50625117724,0.0
1,210.0,9919.800952731863,1.0
2,210.0,7133.471462974055,2.0
3,210.0,4486.845775943264,3.0
4,210.0,2825.675085763848,4.0
5,210.0,2250.2799999320832,5.0
6,210.0,2094.8095441551177,6.0
7,210.0,2052.403453463126,7.0
8,210.0,2036.3387957265077,8.0
9,210.0,2036.3387957265086,9.0
0,211.0,4358.695956412379,0.0
1,211.0,2439.8524127814117,1.0
2,211.0,2225.7386679062843,2.0
3,211.0,2115.9609897784544,3.0
4,211.0,2099.212971732278,4.0
5,211.0,2072.6367411213087,5.0
6,211.0,2032.262978842853,6.0
7,211.0,2032.2629788428528,7.0
0,212.0,10241.115240538402,0.0
1,212.0,5836.420488059447,1.0
2,212.0,3963.175098639856,2.0
3,212.0,2625.241059603184,3.0
4,212.0,2122.3352659649904,4.0
5,212.0,2007.8504910688155,5.0
6,212.0,1915.9043984922603,6.0
7,212.0,1895.067982454052,7.0
8,212.0,1887.734127666745,8.0
9,212.0,1887.7341276667435,9.0
0,213.0,10526.771795268705,0.0
1,213.0,7758.1881862109385,1.0
2,213.0,4861.788098952491,2.0
3,213.0,3530.2517729370547,3.0
4,213.0,2973.675495799219,4.0
5,213.0,2605.541729794366,5.0
6,213.0,2412.966626839693,6.0
7,213.0,2213.243405821099,7.0
8,213.0,2050.680957032395,8.0
9,213.0,2011.5029641137871,9.0
10,213.0,1972.8769406508677,10.0
11,213.0,1924.4050098553105,11.0
12,213.0,1924.4050098553107,12.0
0,214.0,7019.895404705117,0.0
1,214.0,5199.581144282264,1.0
2,214.0,4794.704019248061,2.0
3,214.0,4266.148463592171,3.0
4,214.0,3720.8125979930596,4.0
5,214.0,3586.796035150294,5.0
6,214.0,3424.8042128130137,6.0
7,214.0,2957.6614524030615,7.0
8,214.0,2636.249693242677,8.0
9,214.0,2610.309995739628,9.0
10,214.0,2610.309995739627,10.0
0,215.0,35233.85544155945,0.0
1,215.0,7944.600544434394,1.0
2,215.0,4107.4261863577485,2.0
3,215.0,3269.5656105966377,3.0
4,215.0,2383.2708027731064,4.0
5,215.0,2260.904665146704,5.0
6,215.0,2176.565253975484,6.0
7,215.0,2176.565253975484,7.0
0,216.0,14452.725394982926,0.0
1,216.0,9364.918600374243,1.0
2,216.0,7732.743456244495,2.0
3,216.0,7360.304751171124,3.0
4,216.0,7195.989401705475,4.0
5,216.0,7195.9894017054785,5.0
0,217.0,4818.666297716915,0.0
1,217.0,3691.0903072558963,1.0
2,217.0,3096.2326940932408,2.0
3,217.0,2639.177513711052,3.0
4,217.0,2530.295214906894,4.0
5,217.0,2469.881133003154,5.0
6,217.0,2425.847921697168,6.0
7,217.0,2425.847921697169,7.0
0,218.0,43661.89478456292,0.0
1,218.0,13935.096690739547,1.0
2,218.0,10308.432692607017,2.0
3,218.0,7057.168255603332,3.0
4,218.0,4588.990151646013,4.0
5,218.0,3281.407866609144,5.0
6,218.0,2697.0592677982986,6.0
7,218.0,2524.993384187374,7.0
8,218.0,2414.4348426354927,8.0
9,218.0,2356.514049170196,9.0
10,218.0,2278.410304905106,10.0
11,218.0,2173.72030886699,11.0
12,218.0,2092.155690738442,12.0
13,218.0,2013.772495223032,13.0
14,218.0,1888.0430847198788,14.0
15,218.0,1829.3121561002647,15.0
16,218.0,1829.3121561002647,16.0
0,219.0,7988.401340097357,0.0
1,219.0,4954.069418891627,1.0
2,219.0,3778.681386343168,2.0
3,219.0,2679.1853684153602,3.0
4,219.0,2117.302025980801,4.0
5,219.0,1909.5011085967622,5.0
6,219.0,1800.513390798185,6.0
7,219.0,1800.5133907981844,7.0
0,220.0,30425.794269895894,0.0
1,220.0,12451.939148153802,1.0
2,220.0,8517.52165004312,2.0
3,220.0,6829.010149803455,3.0
4,220.0,5409.394545011096,4.0
5,220.0,5019.427896296334,5.0
6,220.0,4196.075497417731,6.0
7,220.0,3292.2225476292338,7.0
8,220.0,2815.554948728403,8.0
9,220.0,2721.8019330981633,9.0
10,220.0,2677.0024697936547,10.0
11,220.0,2648.974501283718,11.0
12,220.0,2648.9745012837175,12.0
0,221.0,9158.989421924382,0.0
1,221.0,4938.623298823901,1.0
2,221.0,3447.5006071160224,2.0
3,221.0,3031.261664108644,3.0
4,221.0,2825.8165758740934,4.0
5,221.0,2792.522768568529,5.0
6,221.0,2792.522768568528,6.0
0,222.0,3284.7708637268615,0.0
1,222.0,3057.326638723472,1.0
2,222.0,2997.3932000813847,2.0
3,222.0,2917.887544112019,3.0
4,222.0,2851.5864136397877,4.0
5,222.0,2537.922634232413,5.0
6,222.0,2425.643436312497,6.0
7,222.0,2315.92715146878,7.0
8,222.0,2200.909117236075,8.0
9,222.0,2093.8804131859665,9.0
10,222.0,1969.325554390883,10.0
11,222.0,1930.44853915927,11.0
12,222.0,1930.4485391592714,12.0
0,223.0,11434.615358705001,0.0
1,223.0,6469.382508745682,1.0
2,223.0,3997.6604670604725,2.0
3,223.0,3204.3859119440954,3.0
4,223.0,2537.569038241387,4.0
5,223.0,2149.335916548616,5.0
6,223.0,2068.54556851275,6.0
7,223.0,2052.936186698294,7.0
8,223.0,2052.9361866982945,8.0
0,224.0,18970.125517887358,0.0
1,224.0,10534.848244167339,1.0
2,224.0,4973.4862409949865,2.0
3,224.0,3347.103542996453,3.0
4,224.0,2844.228809646158,4.0
5,224.0,2642.0227859518027,5.0
6,224.0,2590.2893153626374,6.0
7,224.0,2440.2690796514917,7.0
8,224.0,2328.243482935495,8.0
9,224.0,2300.2554217655015,9.0
10,224.0,2244.100210067927,10.0
11,224.0,2187.4947264620496,11.0
12,224.0,2154.330062156248,12.0
13,224.0,2108.5814943262662,13.0
14,224.0,2082.789064835969,14.0
15,224.0,2082.7890648359694,15.0
0,225.0,16937.79631386413,0.0
1,225.0,9318.349915044691,1.0
2,225.0,7470.23838990434,2.0
3,225.0,5748.678890453739,3.0
4,225.0,3940.470809927991,4.0
5,225.0,3050.2894813780345,5.0
6,225.0,2396.9451907518533,6.0
7,225.0,2380.5718325861667,7.0
8,225.0,2380.5718325861662,8.0
0,226.0,8820.749852869762,0.0
1,226.0,4236.025050060748,1.0
2,226.0,3293.604084219801,2.0
3,226.0,2823.4794207012674,3.0
4,226.0,2362.4131089300276,4.0
5,226.0,2179.9250062054675,5.0
6,226.0,2085.3446522570316,6.0
7,226.0,2039.1709442245235,7.0
8,226.0,1996.363310732014,8.0
9,226.0,1996.3633107320143,9.0
0,227.0,6490.4496228656735,0.0
1,227.0,3051.0448005546164,1.0
2,227.0,2233.1131416391654,2.0
3,227.0,2029.64620099487,3.0
4,227.0,1997.3772186896497,4.0
5,227.0,1971.4762600348174,5.0
6,227.0,1971.4762600348201,6.0
0,228.0,7594.526509031166,0.0
1,228.0,5165.435647433602,1.0
2,228.0,4642.617647957417,2.0
3,228.0,3874.5401263717486,3.0
4,228.0,3267.9522704090655,4.0
5,228.0,2903.490346304397,5.0
6,228.0,2684.7317591240367,6.0
7,228.0,2579.8849209299206,7.0
8,228.0,2426.3561766242974,8.0
9,228.0,2426.3561766242965,9.0
0,229.0,16375.79460266367,0.0
1,229.0,6607.46579115045,1.0
2,229.0,4169.445725421301,2.0
3,229.0,3341.351762604094,3.0
4,229.0,2928.1647299115093,4.0
5,229.0,2831.377287998067,5.0
6,229.0,2623.1773970153267,6.0
7,229.0,2284.605372684292,7.0
8,229.0,2193.8805169278435,8.0
9,229.0,2193.880516927844,9.0
0,230.0,19870.295079340038,0.0
1,230.0,8711.017703785563,1.0
2,230.0,4928.573916081997,2.0
3,230.0,4408.957761200305,3.0
4,230.0,4336.362026250108,4.0
5,230.0,4315.911950083288,5.0
6,230.0,4315.911950083285,6.0
0,231.0,8041.260255185801,0.0
1,231.0,3896.1066372903633,1.0
2,231.0,2705.7723846928343,2.0
3,231.0,2300.1535343430023,3.0
4,231.0,2116.9713117874644,4.0
5,231.0,2047.0979265896626,5.0
6,231.0,1992.2030039683946,6.0
7,231.0,1932.9494901458836,7.0
8,231.0,1906.8958737918183,8.0
9,231.0,1906.8958737918192,9.0
0,232.0,14562.096514762174,0.0
1,232.0,6931.200562911412,1.0
2,232.0,3571.0218061045794,2.0
3,232.0,2911.565836140682,3.0
4,232.0,2636.0008252302596,4.0
5,232.0,2463.8378159302188,5.0
6,232.0,2402.476015992974,6.0
7,232.0,2402.476015992975,7.0
0,233.0,12941.045694232967,0.0
1,233.0,7850.181980226873,1.0
2,233.0,5519.547868485122,2.0
3,233.0,3741.0859383764655,3.0
4,233.0,3015.8110205098205,4.0
5,233.0,2801.7419830709478,5.0
6,233.0,2687.368253705956,6.0
7,233.0,2599.085031286366,7.0
8,233.0,2426.289674446115,8.0
9,233.0,2397.480210771917,9.0
10,233.0,2397.4802107719183,10.0
0,234.0,2942.56013881953,0.0
1,234.0,2682.802834130256,1.0
2,234.0,2438.3293149592914,2.0
3,234.0,2293.513415770949,3.0
4,234.0,2130.5195006261183,4.0
5,234.0,2057.58485343593,5.0
6,234.0,2028.6525163260198,6.0
7,234.0,2028.6525163260205,7.0
0,235.0,7336.745606897251,0.0
1,235.0,3944.4430076431127,1.0
2,235.0,3388.69304463147,2.0
3,235.0,2856.927990723224,3.0
4,235.0,2198.522695768257,4.0
5,235.0,1861.3237604729725,5.0
6,235.0,1802.820397013401,6.0
7,235.0,1802.8203970134014,7.0
0,236.0,5749.942140455479,0.0
1,236.0,4892.573087918136,1.0
2,236.0,3712.870251255495,2.0
3,236.0,2849.095715256144,3.0
4,236.0,2541.1045017676133,4.0
5,236.0,2323.086568358296,5.0
6,236.0,2074.802350654292,6.0
7,236.0,1985.1734225810321,7.0
8,236.0,1965.4129722783803,8.0
9,236.0,1955.4332005119297,9.0
10,236.0,1955.43320051193,10.0
0,237.0,11837.59967193085,0.0
1,237.0,4514.7542033436,1.0
2,237.0,3190.83215866259,2.0
3,237.0,2609.8936128637233,3.0
4,237.0,2380.200300255565,4.0
5,237.0,2166.3301115910635,5.0
6,237.0,2031.6007712740586,6.0
7,237.0,1995.4267143644695,7.0
8,237.0,1970.9813874542353,8.0
9,237.0,1970.9813874542353,9.0
0,238.0,15950.248887445632,0.0
1,238.0,6364.897046056078,1.0
2,238.0,3870.584973641326,2.0
3,238.0,2687.0502501869364,3.0
4,238.0,2219.8152175554383,4.0
5,238.0,2182.3077169741337,5.0
6,238.0,2092.891822249229,6.0
7,238.0,2079.5871037430493,7.0
8,238.0,2068.7223781226226,8.0
9,238.0,2039.3292715248201,9.0
10,238.0,1950.1074902254093,10.0
11,238.0,1877.1976141763973,11.0
12,238.0,1877.1976141763964,12.0
0,239.0,9395.574519207392,0.0
1,239.0,5609.316772300368,1.0
2,239.0,4423.2939526687815,2.0
3,239.0,3849.7537674778714,3.0
4,239.0,3521.777858658023,4.0
5,239.0,3350.528574995648,5.0
6,239.0,3321.8817633064136,6.0
7,239.0,3165.9957671915017,7.0
8,239.0,3103.1267353947724,8.0
9,239.0,3042.7122039826536,9.0
10,239.0,2789.2636084055557,10.0
11,239.0,2541.9497306301573,11.0
12,239.0,2509.5264978101463,12.0
13,239.0,2486.2658827984988,13.0
14,239.0,2458.736334678519,14.0
15,239.0,2384.854300845023,15.0
16,239.0,2258.2495592144073,16.0
17,239.0,2089.7944518180157,17.0
18,239.0,2002.2734423612167,18.0
19,239.0,2002.2734423612173,19.0
0,240.0,12063.602694107863,0.0
1,240.0,7226.969308528236,1.0
2,240.0,5233.221848570195,2.0
3,240.0,4497.401609328269,3.0
4,240.0,3997.604664469743,4.0
5,240.0,3547.3088981956075,5.0
6,240.0,2966.7419639281347,6.0
7,240.0,2708.3705930426336,7.0
8,240.0,2553.9590670680545,8.0
9,240.0,2439.1536273164866,9.0
10,240.0,2383.895139023512,10.0
11,240.0,2011.0882803460627,11.0
12,240.0,1971.5744900432617,12.0
13,240.0,1971.574490043262,13.0
0,241.0,8271.438313294564,0.0
1,241.0,5557.906653439674,1.0
2,241.0,4472.406912167253,2.0
3,241.0,3593.834020296874,3.0
4,241.0,3003.208102320298,4.0
5,241.0,2577.1871682269934,5.0
6,241.0,2288.4489326212115,6.0
7,241.0,2222.5456363625985,7.0
8,241.0,2176.4929118729196,8.0
9,241.0,2165.2318871598654,9.0
10,241.0,2165.231887159865,10.0
0,242.0,32175.26500064313,0.0
1,242.0,13286.937821460395,1.0
2,242.0,8611.74486953395,2.0
3,242.0,5602.709522963022,3.0
4,242.0,3554.8575759132495,4.0
5,242.0,2821.1704259931566,5.0
6,242.0,2282.7423260546275,6.0
7,242.0,2048.3172910122667,7.0
8,242.0,2014.2947235425606,8.0
9,242.0,2014.2947235425613,9.0
0,243.0,28446.23323758955,0.0
1,243.0,12420.534213976829,1.0
2,243.0,7520.32007976252,2.0
3,243.0,4147.360539924426,3.0
4,243.0,3083.9908281915523,4.0
5,243.0,2374.0175383757464,5.0
6,243.0,2074.2072861402485,6.0
7,243.0,1894.8268210401025,7.0
8,243.0,1805.8573470884978,8.0
9,243.0,1805.8573470884976,9.0
0,244.0,10445.026776409863,0.0
1,244.0,6701.034121237136,1.0
2,244.0,4616.653317144711,2.0
3,244.0,3191.5416911045713,3.0
4,244.0,2594.199365836363,4.0
5,244.0,2175.88309836021,5.0
6,244.0,1977.3257285859704,6.0
7,244.0,1977.3257285859704,7.0
0,245.0,12102.408984737833,0.0
1,245.0,6844.752552867071,1.0
2,245.0,4316.008341180805,2.0
3,245.0,3103.9991373182456,3.0
4,245.0,2716.991184712089,4.0
5,245.0,2661.531845702031,5.0
6,245.0,2661.5318457020303,6.0
0,246.0,18996.179857438772,0.0
1,246.0,9108.147598286529,1.0
2,246.0,7033.9561178377835,2.0
3,246.0,5838.986400201962,3.0
4,246.0,4208.488505837177,4.0
5,246.0,3151.834136059518,5.0
6,246.0,2807.9432219423084,6.0
7,246.0,2361.1847916609045,7.0
8,246.0,2262.0205671936014,8.0
9,246.0,2143.53538614621,9.0
10,246.0,2031.9464276823308,10.0
11,246.0,1919.7541525719798,11.0
12,246.0,1884.064500617204,12.0
13,246.0,1852.6419659544351,13.0
14,246.0,1852.641965954435,14.0
0,247.0,19332.432379034828,0.0
1,247.0,10913.316009437094,1.0
2,247.0,7066.054724043462,2.0
3,247.0,5339.149658290644,3.0
4,247.0,4005.0491634735417,4.0
5,247.0,3349.051802815463,5.0
6,247.0,2805.691516825861,6.0
7,247.0,2427.8897622739078,7.0
8,247.0,2252.2203414315713,8.0
9,247.0,2202.998949198807,9.0
10,247.0,2145.2268343601118,10.0
11,247.0,1906.601505197538,11.0
12,247.0,1836.4270190045838,12.0
13,247.0,1809.6721631032742,13.0
14,247.0,1809.672163103273,14.0
0,248.0,12767.052070679827,0.0
1,248.0,6031.888712375908,1.0
2,248.0,3916.514033288695,2.0
3,248.0,3350.835418218887,3.0
4,248.0,3022.2707333706476,4.0
5,248.0,2749.837765917943,5.0
6,248.0,2581.356206958558,6.0
7,248.0,2284.202788819668,7.0
8,248.0,2100.1638907519077,8.0
9,248.0,2007.4272617018744,9.0
10,248.0,1997.8911334550894,10.0
11,248.0,1997.8911334550885,11.0
0,249.0,10754.24714732616,0.0
1,249.0,7140.51799689408,1.0
2,249.0,3481.4098983960703,2.0
3,249.0,2269.3611247400904,3.0
4,249.0,2052.789067620138,4.0
5,249.0,1962.4541347067272,5.0
6,249.0,1962.454134706728,6.0
0,250.0,21367.713066585686,0.0
1,250.0,8727.104567828897,1.0
2,250.0,6336.982235922463,2.0
3,250.0,4640.576058591616,3.0
4,250.0,3914.7693415976555,4.0
5,250.0,2920.604643854296,5.0
6,250.0,2626.355569835069,6.0
7,250.0,2594.0887430700623,7.0
8,250.0,2526.698269818005,8.0
9,250.0,2476.0761976603967,9.0
10,250.0,2460.085613189028,10.0
11,250.0,2318.647571642069,11.0
12,250.0,2086.35622726279,12.0
13,250.0,1980.2819334522435,13.0
14,250.0,1933.590531087305,14.0
15,250.0,1900.200355017962,15.0
16,250.0,1886.1196710095478,16.0
17,250.0,1849.7642372628334,17.0
18,250.0,1849.764237262833,18.0
0,251.0,5139.699184064872,0.0
1,251.0,3916.4561689143948,1.0
2,251.0,3330.632365203593,2.0
3,251.0,2617.028948338724,3.0
4,251.0,2359.078659873908,4.0
5,251.0,2219.741041884394,5.0
6,251.0,2163.3926982686194,6.0
7,251.0,2163.3926982686203,7.0
0,252.0,9535.105896265382,0.0
1,252.0,3568.1014676399536,1.0
2,252.0,3038.086538968142,2.0
3,252.0,2769.7031534251037,3.0
4,252.0,2537.5617548349637,4.0
5,252.0,2421.2196132272743,5.0
6,252.0,2399.212291908903,6.0
7,252.0,2399.212291908904,7.0
0,253.0,10120.44273114388,0.0
1,253.0,4765.6378393285695,1.0
2,253.0,2777.734068251413,2.0
3,253.0,2639.956797329787,3.0
4,253.0,2639.9567973297853,4.0
0,254.0,12520.718404437808,0.0
1,254.0,6687.924643749352,1.0
2,254.0,4107.8027346025,2.0
3,254.0,3781.2204032775808,3.0
4,254.0,3170.242844019122,4.0
5,254.0,2721.727700404516,5.0
6,254.0,2599.184394862516,6.0
7,254.0,2503.928235226917,7.0
8,254.0,2398.2204425150076,8.0
9,254.0,2349.1349333613953,9.0
10,254.0,2349.134933361393,10.0
0,255.0,8400.355468931944,0.0
1,255.0,6283.335825469549,1.0
2,255.0,4388.54469130589,2.0
3,255.0,3098.6397937104625,3.0
4,255.0,2524.5460342425445,4.0
5,255.0,2181.7930863950382,5.0
6,255.0,1994.1150015197438,6.0
7,255.0,1994.1150015197431,7.0
0,256.0,44582.263828132105,0.0
1,256.0,10201.046533566516,1.0
2,256.0,3759.481382383857,2.0
3,256.0,2481.3562389466615,3.0
4,256.0,2050.587169290179,4.0
5,256.0,1887.0126733425457,5.0
6,256.0,1881.4565031439304,6.0
7,256.0,1881.456503143931,7.0
0,257.0,10134.018491465276,0.0
1,257.0,6415.12851002701,1.0
2,257.0,3698.690378398969,2.0
3,257.0,2709.9220634205717,3.0
4,257.0,2432.5528356355776,4.0
5,257.0,2116.112997441852,5.0
6,257.0,2013.1243480690705,6.0
7,257.0,1979.254761005111,7.0
8,257.0,1979.2547610051108,8.0
0,258.0,11312.63481716994,0.0
1,258.0,9215.464956429925,1.0
2,258.0,5750.260159232853,2.0
3,258.0,3828.0340729517443,3.0
4,258.0,3140.582121782962,4.0
5,258.0,2610.565632219575,5.0
6,258.0,2206.030065836163,6.0
7,258.0,2115.1048248659745,7.0
8,258.0,2011.7727019944152,8.0
9,258.0,1946.885100021198,9.0
10,258.0,1936.570530841695,10.0
11,258.0,1927.4304317163342,11.0
12,258.0,1927.4304317163349,12.0
0,259.0,10754.150695715225,0.0
1,259.0,5095.145426673402,1.0
2,259.0,3018.810848710941,2.0
3,259.0,2757.7281524712407,3.0
4,259.0,2611.207460483777,4.0
5,259.0,2520.871148764661,5.0
6,259.0,2520.871148764661,6.0
0,260.0,6356.157021886327,0.0
1,260.0,5708.1182925096155,1.0
2,260.0,4583.7965579949405,2.0
3,260.0,2870.3188381853365,3.0
4,260.0,2209.334923442318,4.0
5,260.0,2067.8676855114977,5.0
6,260.0,2004.906590039931,6.0
7,260.0,1902.9336385116171,7.0
8,260.0,1851.665002315824,8.0
9,260.0,1821.1995235194408,9.0
10,260.0,1805.8573470884994,10.0
11,260.0,1805.8573470884976,11.0
0,261.0,5088.438648133668,0.0
1,261.0,3284.761785968391,1.0
2,261.0,2365.32448291851,2.0
3,261.0,2223.360354627365,3.0
4,261.0,2202.5332660339323,4.0
5,261.0,2179.9999169258745,5.0
6,261.0,2154.506704137876,6.0
7,261.0,2082.428731856634,7.0
8,261.0,2026.8911811852167,8.0
9,261.0,2026.8911811852154,9.0
0,262.0,3101.8921095783467,0.0
1,262.0,2542.3604086096425,1.0
2,262.0,2410.1571279211066,2.0
3,262.0,2346.445170169058,3.0
4,262.0,2319.9349811904503,4.0
5,262.0,2269.1038457365553,5.0
6,262.0,2200.2302266898,6.0
7,262.0,2200.230226689802,7.0
0,263.0,10077.383398879978,0.0
1,263.0,5392.262175609161,1.0
2,263.0,3768.3233009398027,2.0
3,263.0,2772.3345660376235,3.0
4,263.0,2172.4976981677164,4.0
5,263.0,2034.1238101801196,5.0
6,263.0,1932.4545124193396,6.0
7,263.0,1880.9972605072423,7.0
8,263.0,1834.0748518254265,8.0
9,263.0,1834.0748518254263,9.0
0,264.0,8857.395994188435,0.0
1,264.0,5403.126378041882,1.0
2,264.0,3409.8706097792265,2.0
3,264.0,2693.8957909912665,3.0
4,264.0,2324.057463251541,4.0
5,264.0,2132.3260795360075,5.0
6,264.0,2001.451891000157,6.0
7,264.0,1967.3960126267987,7.0
8,264.0,1913.6010258111303,8.0
9,264.0,1913.6010258111291,9.0
0,265.0,11775.581324691397,0.0
1,265.0,6921.641519079669,1.0
2,265.0,4320.1405215033765,2.0
3,265.0,3523.172413977944,3.0
4,265.0,2713.5149963544313,4.0
5,265.0,2352.9854993049494,5.0
6,265.0,2229.272748462913,6.0
7,265.0,2189.0670795629,7.0
8,265.0,2096.7351524070154,8.0
9,265.0,2069.514342542278,9.0
10,265.0,2060.7488746418544,10.0
11,265.0,2050.858614596359,11.0
12,265.0,2050.858614596358,12.0
0,266.0,14023.573281362238,0.0
1,266.0,8262.35022839524,1.0
2,266.0,5096.690651294972,2.0
3,266.0,4477.480643311953,3.0
4,266.0,3910.3922120136713,4.0
5,266.0,3265.6470895112047,5.0
6,266.0,2564.497556609062,6.0
7,266.0,2432.381768013242,7.0
8,266.0,2319.01581106175,8.0
9,266.0,2300.730440881545,9.0
10,266.0,2277.209847943789,10.0
11,266.0,2132.531964855514,11.0
12,266.0,2035.2441535960886,12.0
13,266.0,1986.5752943628747,13.0
14,266.0,1949.66896903792,14.0
15,266.0,1949.6689690379203,15.0
0,267.0,37046.09352196511,0.0
1,267.0,15649.981029951423,1.0
2,267.0,10453.453127091849,2.0
3,267.0,9195.794964430574,3.0
4,267.0,8079.1019566891055,4.0
5,267.0,6597.978289758191,5.0
6,267.0,5558.6132400360875,6.0
7,267.0,4792.433367224211,7.0
8,267.0,4700.846459794813,8.0
9,267.0,4674.443857074835,9.0
10,267.0,4674.443857074835,10.0
0,268.0,20075.301190709473,0.0
1,268.0,10322.222279394773,1.0
2,268.0,4755.222795312281,2.0
3,268.0,3127.277558061582,3.0
4,268.0,2913.453807340322,4.0
5,268.0,2626.204257558436,5.0
6,268.0,2532.4733876032083,6.0
7,268.0,2520.0444164614382,7.0
8,268.0,2520.044416461436,8.0
0,269.0,16474.76237976226,0.0
1,269.0,6571.952219117232,1.0
2,269.0,3850.9904634870954,2.0
3,269.0,2936.4373841012602,3.0
4,269.0,2761.655913620606,4.0
5,269.0,2664.949172148191,5.0
6,269.0,2642.103456779512,6.0
7,269.0,2642.1034567795123,7.0
0,270.0,22550.943633208888,0.0
1,270.0,15001.298677360835,1.0
2,270.0,10002.359199086037,2.0
3,270.0,8593.725547621943,3.0
4,270.0,6984.105045968882,4.0
5,270.0,4895.8866260229,5.0
6,270.0,3020.88161312855,6.0
7,270.0,2434.5301804587803,7.0
8,270.0,2207.043610838711,8.0
9,270.0,2003.3866598905017,9.0
10,270.0,1918.0003753007907,10.0
11,270.0,1864.466011367695,11.0
12,270.0,1839.5470119838815,12.0
13,270.0,1839.5470119838824,13.0
0,271.0,23059.30583429328,0.0
1,271.0,7959.031265889865,1.0
2,271.0,4798.619117384785,2.0
3,271.0,3874.7081792661243,3.0
4,271.0,3117.7551085122454,4.0
5,271.0,2732.459524760662,5.0
6,271.0,2575.7088406436606,6.0
7,271.0,2357.9103491006067,7.0
8,271.0,2241.5577606960437,8.0
9,271.0,2194.87967647139,9.0
10,271.0,1994.8338503815244,10.0
11,271.0,1851.6065937582732,11.0
12,271.0,1809.672163103274,12.0
13,271.0,1809.672163103273,13.0
0,272.0,15426.702856474058,0.0
1,272.0,9707.44478822397,1.0
2,272.0,6882.90968380616,2.0
3,272.0,5270.729227811905,3.0
4,272.0,4183.8007632357385,4.0
5,272.0,3754.189129380559,5.0
6,272.0,3386.4975674424713,6.0
7,272.0,3035.7148865297354,7.0
8,272.0,2529.0108651659557,8.0
9,272.0,2369.3919947274753,9.0
10,272.0,2185.662944766045,10.0
11,272.0,2074.952585870806,11.0
12,272.0,2044.0714118070368,12.0
13,272.0,2006.9158675973426,13.0
14,272.0,1952.942395997987,14.0
15,272.0,1890.4056286428697,15.0
16,272.0,1839.8134054014333,16.0
17,272.0,1826.0505985944737,17.0
18,272.0,1826.0505985944733,18.0
0,273.0,47617.42500712,0.0
1,273.0,27567.84554679134,1.0
2,273.0,13424.82422084884,2.0
3,273.0,6156.670566473545,3.0
4,273.0,4072.8576374693507,4.0
5,273.0,3267.5474935526336,5.0
6,273.0,3102.905671037242,6.0
7,273.0,2808.388654798974,7.0
8,273.0,2705.9721171545893,8.0
9,273.0,2705.9721171545903,9.0
0,274.0,21251.19807135132,0.0
1,274.0,10431.86184919375,1.0
2,274.0,6260.536800165911,2.0
3,274.0,4206.658153295413,3.0
4,274.0,3096.5459980860887,4.0
5,274.0,2872.03216799358,5.0
6,274.0,2651.0325284152977,6.0
7,274.0,2483.588232557977,7.0
8,274.0,2308.7817164937246,8.0
9,274.0,2164.435499669063,9.0
10,274.0,2121.4997621669413,10.0
11,274.0,2105.0933643280196,11.0
12,274.0,2092.532722856551,12.0
13,274.0,2092.5327228565507,13.0
0,275.0,20391.202846012366,0.0
1,275.0,9430.027786699751,1.0
2,275.0,5874.683562975508,2.0
3,275.0,4642.898069313176,3.0
4,275.0,4313.494825523817,4.0
5,275.0,4284.278333891097,5.0
6,275.0,4284.278333891099,6.0
0,276.0,30366.65556396078,0.0
1,276.0,11831.530821744227,1.0
2,276.0,6614.237032060555,2.0
3,276.0,3524.1977664974456,3.0
4,276.0,2540.1667851990355,4.0
5,276.0,2282.5812400685304,5.0
6,276.0,2264.36900669291,6.0
